"lexSet_ord","ageGroup","sex","measurement.no","preSeg","dur","id","word","fit","se.fit"
"holy","Young","Male",4.08163265306122,"none",0.100166666666667,"D58A_FO","OLD",1427.13790627078,178.417255124508
"hole","Old","Female",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",1044.88205279619,61.6842674151514
"holy","Old","Female",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",901.495418951911,146.66520451079
"hole","Young","Female",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",1198.97703648729,87.1055139473291
"holy","Young","Female",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",1055.59040264301,161.417995040002
"hole","Old","Male",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",1412.09915451261,89.2173994719884
"holy","Old","Male",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",1268.71252066832,159.517441414237
"hole","Young","Male",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",1566.1941382037,106.806101039802
"holy","Young","Male",6.12244897959184,"none",0.100166666666667,"D58A_FO","OLD",1422.80750435942,172.209982757047
"hole","Old","Female",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",1042.73358016557,59.3719358695585
"holy","Old","Female",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",905.27874069571,141.311600384995
"hole","Young","Female",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",1197.81526662925,84.1010890748517
"holy","Young","Female",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",1060.36042715939,155.728840053822
"hole","Old","Male",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",1400.59569140289,86.1055454790168
"holy","Old","Male",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",1263.14085193303,153.72705708941
"hole","Young","Male",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",1555.67737786657,103.154425891499
"holy","Young","Male",8.16326530612245,"none",0.100166666666667,"D58A_FO","OLD",1418.22253839671,166.112057077744
