vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@0%	F2@0%	F1@10%	F2@10%	F1@20%	F2@20%	F1@30%	F2@30%	F1@40%	F2@40%	F1@50%	F2@50%	F1@60%	F2@60%	F1@70%	F2@70%	F1@80%	F2@80%	F1@90%	F2@90%	F1@100%	F2@100%	nFormants
IY	1	HERE	544	2289	86.595	86.555	86.675	0.12	12	0	0	0	0	0			487	2413	487	2413	487	2413	513	2348	541	2281	540	2199	495	2118	432	2133	405	2011	405	2011	405	2011	5
AY	1	MY	600	1410	93.522	93.505	93.815	0.31	41	0	0	0	2	0			443	1569	443	1569	623	1378	456	1451	1375	2372	495	1841	441	1630	513	1736	685	1488	530	1506	541	1515	5
EH	1	PARENTS	799	1687	93.935	93.885	94.035	0.15	2	6	4	2	1	1			641	1656	641	1656	661	1654	787	1659	806	1686	847	1660	752	1668	725	1740	724	1787	721	1795	721	1795	5
AY	1	LIKE	842	1521	94.273	94.245	94.335	0.09	47	1	6	1	7	0		s	697	1505	697	1505	697	1505	769	1439	836	1477	841	1543	825	1643	811	1691	784	1659	784	1659	784	1659	5
AY	1	MY	722	1439	94.457	94.435	94.505	0.07	41	0	0	0	2	0		s	613	1585	613	1585	613	1585	609	1511	703	1421	722	1442	713	1557	687	1637	677	1615	677	1615	677	1615	6
AH	1	MUM	771	1405	94.645	94.615	94.705	0.09	6	4	1	2	2	0			749	1406	749	1406	749	1406	764	1396	770	1406	763	1417	741	1388	693	1289	689	1241	689	1241	689	1241	5
AH	0	A	628	1520	94.992	94.975	95.025	0.05	*	0	0	0	0	0			654	1500	654	1500	654	1500	654	1500	640	1508	620	1567	704	1577	720	1579	720	1579	720	1579	720	1579	5
AE	1	FLAT	983	1255	95.255	95.195	95.375	0.18	3	1	4	1	8	0			876	1243	876	1243	923	1291	988	1258	974	1263	1010	1329	1045	1342	1054	1329	1002	1335	989	1302	989	1302	6
IH	1	IN	638	2294	95.715	95.645	95.855	0.21	1	4	4	2	0	0			1061	2365	1061	2365	936	2143	654	2258	647	2291	640	2270	636	2201	615	2213	605	2107	588	2077	588	2077	5
EH	1	JESMOND	727	1647	96.711	96.671	96.791	0.12	2	3	4	2	5	4			655	1750	655	1750	655	1750	700	1693	733	1635	748	1611	702	1618	691	1589	674	1354	674	1354	674	1354	6
AH	0	JESMOND	710	1595	97.004	96.961	97.091	0.13	*	4	4	2	2	3			640	1558	640	1558	640	1558	660	1578	721	1597	721	1588	694	1620	757	1634	687	1641	687	1641	687	1641	5
AE	1	AND	987	1922	97.748	97.725	97.795	0.07	3	4	4	2	0	3			954	1903	954	1903	954	1903	954	1903	986	1922	816	1873	636	1783	715	1744	715	1744	715	1744	715	1744	6
EH	1	THEN	820	1720	97.952	97.905	98.045	0.14	2	4	4	2	3	0			719	1651	719	1651	726	1656	791	1704	833	1726	841	1772	824	1809	790	1793	739	1778	739	1780	739	1780	5
EH	1	WHEN	677	1484	98.318	98.295	98.365	0.07	2	4	4	2	9	0			642	1278	642	1278	642	1278	642	1278	677	1484	695	1651	697	1734	699	1766	699	1766	699	1766	699	1766	5
EH	1	MARRIED	755	1450	98.675	98.655	98.715	0.06	2	6	4	2	2	1			738	1441	738	1441	738	1441	738	1441	754	1451	793	1471	850	1532	855	1540	855	1540	855	1540	855	1540	5
AE	1	DAD	917	1378	99.072	99.015	99.185	0.17	3	1	4	2	3	0			761	1623	761	1623	813	1579	898	1443	892	1352	954	1430	867	1228	839	1256	880	1236	876	1180	876	1180	6
EY	1	THEY	491	2175	99.362	99.345	99.395	0.05	22	0	0	0	3	0			490	2170	490	2170	490	2170	490	2170	491	2174	485	2169	470	2189	465	2201	465	2201	465	2201	465	2201	5
UW	1	MOVED	494	2083	99.652	99.635	99.685	0.05	72	3	2	2	2	3			496	2057	496	2057	496	2057	496	2057	495	2070	486	2115	479	2061	471	2043	471	2043	471	2043	471	2043	6
IH	1	INTO	788	1802	99.825	99.785	99.905	0.12	1	4	4	2	0	4			634	1871	634	1871	634	1871	615	1654	812	1837	862	1919	671	1983	572	1842	550	1903	550	1903	550	1903	6
AE	1	THAT	852	1363	100.188	100.165	100.235	0.07	3	1	4	1	3	0			840	1385	840	1385	840	1385	840	1385	852	1363	892	1337	901	1315	891	1314	891	1314	891	1314	891	1314	6
AE	1	FLAT	969	1252	100.478	100.425	100.585	0.16	3	1	4	1	8	0			840	1151	840	1151	861	1169	945	1238	963	1256	960	1257	973	1271	973	1239	958	1284	964	1279	964	1279	6
AH	0	AND	772	1981	101.597	101.57	101.65	0.08	*	4	4	2	0	3			738	1843	738	1843	738	1843	736	1835	772	1981	789	1970	710	1809	716	1790	708	1791	708	1791	708	1791	5
EH	1	THEN	883	1728	101.803	101.75	101.91	0.16	2	4	4	2	3	0			798	1730	798	1730	804	1737	848	1727	902	1737	891	1729	867	1758	823	1816	844	1789	855	1768	855	1768	5
AH	1	UM	877	1745	102.233	102.18	102.34	0.16	6	4	1	2	0	0			721	1755	721	1755	784	1736	892	1727	844	1766	853	1799	784	1787	800	1755	844	1734	851	1735	851	1735	5
AH	1	ONCE	644	885	103.02	103	103.06	0.06	6	4	4	2	9	3			632	863	632	863	632	863	632	863	642	884	673	924	668	997	659	1092	659	1092	659	1092	659	1092	6
EY	1	THEY	625	1927	103.762	103.745	103.835	0.09	22	0	0	0	3	0			620	1914	620	1914	620	1914	625	1927	614	1955	598	1874	576	1709	567	1557	565	1528	565	1528	565	1528	5
IH	1	LIDIA	536	1830	104.468	104.445	104.515	0.07	1	1	4	2	7	2			509	1734	509	1734	509	1734	509	1734	536	1830	541	1931	533	2008	516	2039	516	2039	516	2039	516	2039	5
AH	0	LIDIA	467	2087	104.692	104.675	104.725	0.05	*	0	0	0	0	0			467	2101	467	2101	467	2101	467	2101	467	2093	460	2050	455	2030	452	2038	452	2038	452	2038	452	2038	5
EY	1	THEY	585	1900	104.82	104.785	104.855	0.07	22	0	0	0	3	0			568	1850	568	1850	568	1850	568	1850	578	1883	585	1900	576	1931	552	1895	552	1895	552	1895	552	1895	5
AY	2	REALIZED	762	1438	105.058	105.025	105.115	0.09	41	3	4	2	7	3		s	609	1715	609	1715	609	1715	687	1477	735	1438	761	1438	757	1491	715	1570	678	1665	678	1665	678	1665	5
EY	1	THEY	573	1907	105.264	105.245	105.295	0.05	22	0	0	0	3	0			566	1898	566	1898	566	1898	566	1898	569	1899	570	1928	556	1957	549	1970	549	1970	549	1970	549	1970	6
IY	1	NEEDED	468	2395	105.392	105.365	105.445	0.08	11	1	4	2	4	1			487	2350	487	2350	487	2350	484	2354	468	2395	472	2427	506	2409	520	2354	517	2357	517	2357	517	2357	6
AO	1	MORE	576	514	105.728	105.705	105.775	0.07	64	6	4	2	2	0			583	646	583	646	583	646	583	646	576	514	567	578	572	628	569	686	569	686	569	686	569	686	6
AH	0	THAN	602	1515	105.875	105.855	105.915	0.06	*	4	4	2	3	0			593	1472	593	1472	593	1472	593	1472	602	1509	604	1581	568	1632	539	1635	539	1635	539	1635	539	1635	5
UW	1	TWO	405	1936	106.102	106.095	106.155	0.06	73	0	0	0	3	0			405	1936	405	1936	405	1936	405	1936	406	1831	408	1700	399	1611	394	1592	394	1592	394	1592	394	1592	6
IY	1	WE	669	2592	107.697	107.67	107.75	0.08	12	0	0	0	9	0			751	2589	751	2589	751	2589	736	2600	669	2592	602	2555	426	2513	666	2984	870	3238	870	3238	870	3238	3
AH	1	FURTHER	587	1806	108.087	108.07	108.12	0.05	6	3	3	2	1	1			577	1794	577	1794	577	1794	577	1794	582	1800	599	1819	589	1831	586	1831	586	1831	586	1831	586	1831	5
AH	0	FURTHER	780	1501	108.28	108.19	108.46	0.27	*	0	0	0	3	0			615	1631	615	1631	676	1593	723	1568	804	1505	795	1440	810	1399	878	1353	761	1311	1042	1881	1042	1881	5
AH	1	UP	688	2078	108.75	108.68	108.89	0.21	6	1	1	1	0	0			529	2068	529	2068	468	1889	783	2100	434	1980	661	2121	720	1851	811	1798	868	1703	882	1674	882	1674	4
AE	1	YEAH	778	1885	110.743	110.69	110.85	0.16	3	0	0	0	9	0			642	2022	642	2022	668	1985	762	1933	783	1862	794	1827	756	2020	665	2241	637	2112	660	2097	660	2097	5
IY	1	SHE	460	2180	110.97	110.93	111.05	0.12	12	0	0	0	5	0			595	1856	595	1856	595	1856	483	1978	457	2194	448	2236	448	2274	451	2261	467	2220	467	2220	467	2220	5
IH	0	IS	531	2075	111.077	111.05	111.13	0.08	1	3	4	2	0	0			515	2163	515	2163	515	2163	518	2151	531	2075	529	2053	517	2027	493	1991	488	1991	488	1991	488	1991	5
AH	0	YOUNGER	664	1760	111.46	111.39	111.6	0.21	*	0	0	0	6	0			608	1858	608	1858	636	1799	654	1756	666	1764	642	1802	609	1872	638	1833	455	1975	587	2000	587	2000	5
AE	1	YEAH	593	1887	111.753	111.72	111.82	0.1	3	0	0	0	9	0			542	1943	542	1943	542	1943	558	1882	590	1888	561	1846	581	1818	591	1823	630	1831	630	1831	630	1831	5
AH	1	WHAT	606	1099	121.28	121.26	121.32	0.06	6	1	4	1	9	0			593	1016	593	1016	593	1016	593	1016	604	1087	625	1239	620	1423	609	1507	609	1507	609	1507	609	1507	5
AH	0	A	671	1909	121.967	121.89	122.12	0.23	*	0	0	0	0	0			563	2095	563	2095	643	2019	672	1950	673	1923	687	1889	673	1781	734	1794	720	1846	773	1847	773	1847	5
AH	0	ANNEXE	1179	1495	122.815	122.765	122.915	0.15	*	4	4	2	0	1			822	1774	822	1774	861	1753	1192	1478	1186	1519	1241	1512	1281	1654	1265	1683	828	1565	752	1469	752	1469	5
EH	1	ANNEXE	570	2232	123.005	122.955	123.105	0.15	2	1	6	1	4	3			712	1932	712	1932	722	1950	685	2111	552	2267	624	2319	722	2312	713	2409	679	2295	685	2289	685	2289	4
AE	1	THAT	801	1314	124.052	124.035	124.085	0.05	3	1	4	1	3	0			778	1344	778	1344	778	1344	778	1344	790	1328	830	1260	840	1205	844	1198	844	1198	844	1198	844	1198	5
AY	1	RIGHT	836	1490	124.27	124.225	124.315	0.09	47	1	4	1	7	0		s	647	1132	647	1132	647	1132	720	1146	785	1204	822	1287	837	1561	824	1737	787	1801	787	1801	787	1801	5
IH	1	THING	645	2225	124.432	124.415	124.465	0.05	1	4	6	2	3	0			644	2217	644	2217	644	2217	644	2217	643	2222	638	2231	619	2297	615	2330	615	2330	615	2330	615	2330	5
AY	1	LIKE	897	1467	124.591	124.575	124.635	0.06	47	1	6	1	7	0		s	723	1425	723	1425	723	1425	732	1371	844	1335	897	1478	870	1623	906	1623	896	1616	896	1616	896	1616	5
OW	1	KNOW	554	1140	124.825	124.805	124.885	0.08	63	0	0	0	4	0			557	1242	557	1242	557	1242	557	1213	550	1101	567	1075	637	1171	676	1317	676	1337	676	1337	676	1337	6
AH	0	THE	534	1758	125.022	125.005	125.055	0.05	*	0	0	0	3	0			536	1772	536	1772	536	1772	536	1772	535	1764	518	1746	495	1731	494	1734	494	1734	494	1734	494	1734	5
AO	1	FLOOR	568	678	125.482	125.425	125.595	0.17	64	6	4	2	8	0			533	943	533	943	537	872	583	749	558	656	586	660	566	621	556	559	591	495	601	482	601	482	6
OW	1	NO	642	1986	145.629	145.595	145.785	0.19	63	0	0	0	4	0			565	2016	565	2016	610	2025	659	1926	670	1899	625	1881	554	1889	496	1909	498	2161	512	2255	512	2255	5
AY	1	MY	771	1418	146.142	146.105	146.235	0.13	41	0	0	0	2	0		m	552	1356	552	1356	598	1350	718	1401	751	1418	821	1413	808	1393	778	1356	768	1382	757	1389	757	1389	5
AE	1	DAD'S	900	1527	146.715	146.675	146.795	0.12	3	1	4	2	3	3			835	1661	835	1661	835	1661	878	1570	909	1529	957	1627	970	1746	919	1609	832	1529	832	1529	832	1529	5
AW	1	SOUTH	922	1627	146.997	146.985	147.095	0.11	42	3	3	1	3	0			922	1627	922	1627	922	1627	934	1570	908	1444	868	1374	792	1365	721	1378	680	1401	680	1401	680	1401	5
IY	1	SHIELDS	515	2257	147.302	147.245	147.415	0.17	11	5	4	2	5	3			689	2282	689	2282	478	2187	514	2235	515	2261	539	2198	581	1973	609	1703	619	1520	618	1481	618	1481	5
AH	0	AND	868	1664	148.788	148.715	148.935	0.22	*	4	4	2	0	3			811	1766	811	1766	679	1805	734	1798	797	1631	850	1833	903	1758	824	1822	813	1883	807	1913	807	1913	5
EH	1	THEN	858	1836	149.125	149.055	149.265	0.21	2	4	4	2	3	0			751	1801	751	1801	818	1822	854	1824	860	1834	875	1830	878	1841	806	1751	819	1753	783	1771	783	1771	4
AH	1	MUM	797	1432	150.05	149.99	150.17	0.18	6	4	1	2	2	0			671	1325	671	1325	691	1354	767	1441	803	1409	766	1336	768	1336	720	1262	658	1134	645	1171	645	1171	5
IH	0	IS	624	2046	150.327	150.28	150.42	0.14	1	3	4	2	0	0			602	1811	602	1811	604	1821	625	2044	625	2038	592	2087	571	2076	576	2058	563	2016	563	2017	563	2017	5
AH	1	FROM	793	910	150.72	150.69	150.78	0.09	6	4	1	2	8	0			746	953	746	953	746	953	758	946	795	910	796	947	815	886	811	792	790	793	790	793	790	793	5
OW	1	SO	477	2047	155.006	154.995	155.055	0.06	63	0	0	0	3	0			477	2047	477	2047	477	2047	477	2047	490	2083	485	2169	457	2177	433	2163	433	2163	433	2163	433	2163	5
IY	1	SHE	454	2244	155.182	155.165	155.215	0.05	12	0	0	0	5	0			426	2248	426	2248	426	2248	426	2248	444	2252	483	2165	473	1892	469	1709	469	1709	469	1709	469	1709	6
EH	1	WENT	800	1554	155.305	155.265	155.385	0.12	2	4	4	2	9	3			555	1223	555	1223	555	1223	661	1419	815	1570	795	1711	768	1880	857	1952	863	1887	863	1887	863	1887	5
AH	1	FROM	739	1054	157.07	157.03	157.15	0.12	6	4	1	2	8	0			859	926	859	926	859	926	765	1054	739	1055	757	1060	761	989	696	989	616	1068	616	1068	616	1068	5
IY	0	UNI	466	2930	158.277	158.19	158.45	0.26	12	0	0	0	4	0			474	2685	474	2685	468	2852	469	2831	459	2946	453	2997	467	2975	530	2682	539	2618	624	2734	624	2734	5
IH	1	IN	580	2200	158.533	158.48	158.64	0.16	1	4	4	2	0	0			594	2140	594	2140	588	2155	590	2156	585	2204	624	2239	618	2200	621	2195	575	2099	555	2049	555	2049	5
AH	1	LONDON	736	1605	158.773	158.75	158.82	0.07	6	4	4	2	7	4			718	1539	718	1539	718	1539	718	1539	736	1605	710	1655	680	1688	662	1707	662	1707	662	1707	662	1707	5
AH	0	LONDON	622	1815	159.053	159	159.16	0.16	*	4	4	2	3	0			539	1771	539	1771	556	1768	600	1790	634	1809	677	1776	674	1806	712	1876	650	1851	634	1853	634	1853	5
AE	1	AND	810	2130	159.813	159.79	159.86	0.07	3	4	4	2	0	3			679	2080	679	2080	679	2080	679	2080	811	2130	842	2084	816	1931	821	1867	821	1867	821	1867	821	1867	5
EH	1	THEN	723	1790	159.987	159.96	160.04	0.08	2	4	4	2	3	0			698	1782	698	1782	698	1782	702	1785	723	1790	741	1776	750	1788	745	1801	744	1802	744	1802	744	1802	4
AH	1	LONDON	733	1570	160.4	160.38	160.44	0.06	6	4	4	2	7	4			742	1554	742	1554	742	1554	742	1554	735	1568	716	1596	693	1628	675	1646	675	1646	675	1646	675	1646	5
AH	0	LONDON	541	1896	160.62	160.6	160.66	0.06	*	4	4	2	3	0			513	1888	513	1888	513	1888	513	1888	538	1894	560	1889	565	1869	556	1863	556	1863	556	1863	556	1863	5
AA	1	GOT	709	987	161.017	160.98	161.09	0.11	5	1	4	1	6	0			632	1074	632	1074	632	1074	678	1021	710	986	692	1020	686	1074	656	1187	612	1262	612	1262	612	1262	6
AA	1	JOB	718	933	161.313	161.26	161.42	0.16	5	1	1	2	5	0			605	1267	605	1267	616	1211	684	1021	724	911	698	868	687	853	662	888	621	827	607	816	607	816	6
EH	1	AS	676	1763	161.8	161.77	161.86	0.09	2	3	4	2	0	0			819	1768	819	1768	819	1768	795	1760	667	1766	646	1803	611	1827	595	1832	595	1823	595	1823	595	1823	5
AH	0	A	511	1860	161.94	161.92	161.98	0.06	*	0	0	0	0	0			523	1847	523	1847	523	1847	523	1847	508	1861	552	1864	547	1858	528	1852	528	1852	528	1852	528	1852	5
IH	1	PHYSIO	504	2048	162.087	162.07	162.12	0.05	1	3	4	2	1	2			503	2044	503	2044	503	2044	503	2044	504	2046	501	2051	484	2049	479	2047	479	2047	479	2047	479	2047	5
IY	0	PHYSIO	431	2428	162.213	162.18	162.28	0.1	11	0	0	0	3	1			421	2538	421	2538	421	2538	428	2430	432	2426	469	2378	527	2297	560	2236	568	2185	568	2185	568	2185	4
EH	0	WHEREVER	634	1259	162.407	162.39	162.44	0.05	2	6	4	2	9	2			623	1207	623	1207	623	1207	623	1207	629	1233	657	1358	682	1442	692	1458	692	1458	692	1458	692	1458	5
AH	0	WHEREVER	671	1742	162.727	162.64	162.9	0.26	*	0	0	0	1	0			622	1672	622	1672	657	1713	657	1716	684	1764	724	1732	732	1731	711	1677	726	1713	738	1666	738	1666	5
AY	1	LIKE	976	1304	164.045	164.02	164.16	0.14	47	1	6	1	7	0			824	1178	824	1178	867	1176	945	1318	959	1308	887	1435	864	1793	679	2004	566	2215	557	2237	557	2237	5
EY	1	THEY	587	2039	164.332	164.32	164.42	0.1	22	0	0	0	3	0			587	2039	587	2039	587	2039	584	2077	570	2167	557	2229	551	2254	537	2216	523	2179	523	2179	523	2179	4
AH	0	WERE	629	1855	164.563	164.48	164.73	0.25	*	0	0	0	9	0			579	1137	579	1137	619	1580	634	1801	627	1895	651	1918	654	2000	681	1883	690	1830	698	1855	698	1855	5
AH	0	AND	446	1748	164.863	164.83	164.93	0.1	*	4	4	2	0	3			698	1794	698	1794	698	1794	599	1901	438	1748	490	1707	552	1767	587	1790	597	1787	597	1787	597	1787	5
AH	1	MUM	665	985	165.1	165.08	165.14	0.06	6	4	1	2	2	0			654	898	654	898	654	898	654	898	665	979	626	949	597	874	586	883	586	883	586	883	586	883	6
AY	1	LIKE	821	1409	165.51	165.49	165.54	0.05	47	1	6	1	7	0		s	713	1274	713	1274	713	1274	713	1274	780	1313	810	1366	813	1458	757	1569	757	1569	757	1569	757	1569	5
AE	2	NEWCASTLE	753	1399	165.933	165.9	166	0.1	3	3	4	1	6	1			751	1661	751	1661	751	1661	749	1577	748	1389	711	1311	696	1398	805	1450	897	1441	897	1441	897	1441	5
AH	0	NEWCASTLE	602	1277	166.1	166.08	166.14	0.06	*	5	4	2	3	0			550	1299	550	1299	550	1299	550	1299	595	1272	654	1311	689	1311	659	1254	659	1254	659	1254	659	1254	5
OW	1	SO	529	1379	166.967	166.96	167.01	0.05	63	0	0	0	3	0			529	1379	529	1379	529	1379	529	1379	529	1389	481	1274	416	1139	410	1126	410	1126	410	1126	410	1126	6
IY	1	SHE	786	2169	167.337	167.32	167.37	0.05	12	0	0	0	5	0			807	2142	807	2142	807	2142	807	2142	797	2155	749	2212	737	2250	736	2258	736	2258	736	2258	736	2258	5
EY	1	CAME	650	1936	167.481	167.45	167.52	0.07	21	4	1	2	6	0			635	1972	635	1972	635	1972	635	1972	649	1952	650	1923	636	1847	625	1780	625	1780	625	1780	625	1780	5
AH	1	UP	780	1604	167.597	167.57	167.65	0.08	6	1	1	1	0	0			739	1610	739	1610	739	1610	748	1610	780	1604	792	1600	784	1602	766	1598	765	1596	765	1596	765	1596	5
IY	1	HERE	620	2109	167.777	167.74	167.85	0.11	14	6	4	2	0	0			706	2175	706	2175	706	2175	675	2156	609	2103	549	2118	512	2143	540	2112	575	2062	575	2062	575	2062	5
AE	1	YEAH	786	1829	170.462	170.429	170.529	0.1	3	0	0	0	9	0			707	1947	707	1947	707	1947	745	1876	793	1827	807	1788	773	1766	783	1772	795	1724	795	1724	795	1724	5
EY	1	THEY	615	1783	170.654	170.629	170.679	0.05	22	0	0	0	3	0			611	1774	611	1774	611	1774	611	1774	613	1778	615	1783	619	1763	620	1752	620	1752	620	1752	620	1752	5
AH	1	UP	843	1592	170.949	170.909	171.029	0.12	6	1	1	1	0	0			859	1648	859	1648	859	1648	855	1627	840	1585	819	1603	793	1556	810	1498	813	1411	813	1411	813	1411	5
AY	1	BY	861	1512	171.159	171.149	171.239	0.09	41	0	0	0	1	0		s	818	1662	818	1662	818	1662	842	1460	858	1547	851	1629	841	1664	800	1701	724	1661	724	1661	724	1661	4
AH	0	THE	487	1714	171.319	171.289	171.379	0.09	*	0	0	0	3	0			508	1740	508	1740	508	1740	504	1733	486	1713	520	1674	623	1668	720	1742	751	1783	751	1783	751	1783	5
EY	1	SAME	592	2208	171.47	171.439	171.519	0.08	21	4	1	2	3	0			563	2066	563	2066	563	2066	568	2076	590	2181	584	2270	570	2323	550	2312	544	2302	544	2302	544	2302	4
AH	0	THAT	641	1468	171.906	171.889	171.939	0.05	*	1	4	1	3	0			636	1452	636	1452	636	1452	636	1452	639	1460	655	1506	664	1507	660	1505	660	1505	660	1505	660	1505	5
UH	0	LINFOOTS	458	1741	172.696	172.669	172.749	0.08	7	1	4	1	1	3			507	1672	507	1672	507	1672	500	1677	458	1741	490	1797	573	1791	594	1781	592	1779	592	1779	592	1779	5
EH	1	APPARENTLY	689	1693	173.602	173.562	173.682	0.12	2	6	4	2	1	2			808	1691	808	1691	808	1691	767	1680	673	1696	677	1733	775	1577	873	1515	888	1554	888	1554	888	1554	5
OW	1	THOSE	519	1700	173.964	173.942	174.032	0.09	62	3	4	2	3	0			513	1737	513	1737	513	1737	515	1721	528	1667	536	1615	530	1589	505	1594	496	1611	496	1611	496	1611	5
AH	0	ARE	521	1451	174.129	174.102	174.182	0.08	*	0	0	0	0	0			519	1522	519	1522	519	1522	520	1509	521	1451	506	1383	508	1300	511	1206	511	1201	511	1201	511	1201	5
AW	1	RENOWNED	883	1649	174.401	174.382	174.612	0.23	42	4	4	2	4	3			854	1686	854	1686	938	1586	895	1463	907	1398	852	1318	765	1308	753	1128	856	805	863	823	863	823	5
AY	1	KIND	859	1505	174.872	174.842	174.902	0.06	41	4	4	2	6	3		m	1141	1626	1141	1626	1141	1626	1054	1614	899	1562	832	1536	859	1505	871	1523	872	1528	872	1528	872	1528	5
AY	1	LIKE	1032	1941	175.22	175.152	175.372	0.22	47	1	6	1	7	0		s	683	2011	683	2011	943	1987	981	2021	1032	1941	976	1787	826	1877	683	2014	616	2221	596	2220	596	2220	4
AH	1	PERSON	626	2016	175.896	175.829	176.029	0.2	6	3	4	1	1	1			487	1826	487	1826	556	1838	591	2006	624	2031	606	1986	618	1960	614	1933	556	1968	542	1766	542	1766	6
AH	0	PERSON	509	1640	176.149	176.129	176.189	0.06	*	4	4	2	3	0			518	1693	518	1693	518	1693	518	1693	508	1642	515	1632	538	1613	550	1605	550	1605	550	1605	550	1605	5
AH	0	THAT	602	1654	176.286	176.269	176.319	0.05	*	1	4	1	3	0			590	1635	590	1635	590	1635	590	1635	596	1645	618	1695	610	1734	603	1740	603	1740	603	1740	603	1740	5
AY	1	INVITED	866	1221	176.735	176.689	176.829	0.14	47	1	4	1	1	1			678	1238	678	1238	720	1087	805	1113	854	1176	862	1295	862	1532	820	1611	737	1423	700	1365	700	1365	6
AH	1	YOUNG	603	2030	177.102	177.079	177.149	0.07	6	4	6	2	9	0			584	2095	584	2095	584	2095	584	2095	603	2030	622	1953	630	1907	615	1839	615	1839	615	1839	615	1839	4
IY	1	PEOPLE	406	2156	177.366	177.349	177.399	0.05	11	1	1	1	1	1			376	2093	376	2093	376	2093	376	2093	396	2127	433	2180	446	2152	446	2141	446	2141	446	2141	446	2141	5
OW	1	OVER	597	1673	177.576	177.569	177.669	0.1	62	3	2	2	0	1			597	1674	597	1674	597	1674	591	1739	580	1820	577	1870	564	1833	531	1719	518	1649	518	1649	518	1649	5
AE	1	SAT	900	1174	178.056	178.009	178.149	0.14	3	1	4	1	3	0			784	1223	784	1223	785	1213	849	1114	904	1182	925	1161	887	1124	938	1162	922	1185	918	1187	918	1187	6
AH	0	THEM	602	1386	178.242	178.219	178.289	0.07	*	4	1	2	3	0			588	1313	588	1313	588	1313	588	1313	602	1386	600	1411	595	1405	587	1424	587	1424	587	1424	587	1424	5
EH	1	NEXT	851	1884	178.452	178.409	178.539	0.13	2	1	6	1	4	3			772	1892	772	1892	772	1892	827	1884	861	1873	862	1985	896	1942	903	1856	891	1906	891	1906	891	1906	4
UW	0	WHOEVER	512	1655	178.916	178.879	178.989	0.11	72	0	0	0	0	2			493	1991	493	1991	493	1991	510	1828	513	1643	507	1567	494	1232	542	1121	614	1214	614	1214	614	1214	6
