"sex_corp","measurement.no","preSeg","folMan","folPlace","dur","id","word","fit","se.fit"
"Female.CoRP-NE",0,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.217080564051,12.5373122816573
"Male.CoRP-NE",0,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",645.163334396563,16.381088093736
"Female.CoRP-SE",0,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",661.206189253748,17.1506120387988
"Male.CoRP-SE",0,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",661.158629486397,17.8110960924196
"Female.DECTE-NE",0,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",597.100785865041,18.0431336662343
"Male.DECTE-NE",0,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",576.903743843398,21.1712806320088
"Female.CoRP-NE",2.04081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.122619389103,11.9636751443661
"Male.CoRP-NE",2.04081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",644.225713413851,15.7465246409343
"Female.CoRP-SE",2.04081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",660.795777353222,16.4334395136273
"Male.CoRP-SE",2.04081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",660.455185205946,17.1478892432759
"Female.DECTE-NE",2.04081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",596.327554367669,17.2820868830619
"Male.DECTE-NE",2.04081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",577.011204110789,20.1263151491256
"Female.CoRP-NE",4.08163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.046893064977,11.4206594373981
"Male.CoRP-NE",4.08163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",643.306825455896,15.1427784679953
"Female.CoRP-SE",4.08163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",660.400205641569,15.7672467299911
"Male.CoRP-SE",4.08163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",659.77047115139,16.5156172321055
"Female.DECTE-NE",4.08163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.591382350402,16.5834727820994
"Male.DECTE-NE",4.08163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",577.163562722491,19.2045721511586
"Female.CoRP-NE",6.12244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.008636442495,10.906061086881
"Male.CoRP-NE",6.12244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",642.425403547455,14.568605519808
"Female.CoRP-SE",6.12244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",660.034314307662,15.1492781872925
"Male.CoRP-SE",6.12244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",659.123217548619,15.9133187925865
"Female.DECTE-NE",6.12244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.929329293345,15.9432141524171
"Male.DECTE-NE",6.12244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",577.405718022815,18.4026841887377
"Female.CoRP-NE",8.16326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.02658437248,10.4128298487146
"Male.CoRP-NE",8.16326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",641.600180713286,14.0192709289125
"Female.CoRP-SE",8.16326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",659.712943540375,14.5699744791195
"Male.CoRP-SE",8.16326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",658.532154623526,15.3368721448049
"Female.DECTE-NE",8.16326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.378454676602,15.3483733658347
"Male.DECTE-NE",8.16326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",577.78256835607,17.6992701277569
"Female.CoRP-NE",10.2040816326531,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.119459345962,9.9316760653963
"Male.CoRP-NE",10.2040816326531,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",640.849877618348,13.4886218823911
"Female.CoRP-SE",10.2040816326531,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",659.450918943696,14.0168037352285
"Male.CoRP-SE",10.2040816326531,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",658.016000241932,14.7809132474848
"Female.DECTE-NE",10.2040816326531,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",593.975807185533,14.7821670669587
"Male.DECTE-NE",10.2040816326531,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",578.339000347267,17.0628297367357
"Female.CoRP-NE",12.2448979591837,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.289582410614,9.45737644416282
"Male.CoRP-NE",12.2448979591837,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",640.176813476662,12.9737976294148
"Female.CoRP-SE",12.2448979591837,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",659.243711976843,13.483128756904
"Male.CoRP-SE",12.2448979591837,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",657.577070451145,14.2431432326552
"Female.DECTE-NE",12.2448979591837,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",593.744110875482,14.2354930003398
"Male.DECTE-NE",12.2448979591837,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",579.104349107064,16.4711809098424
"Female.CoRP-NE",14.2857142857143,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.490539956115,8.99390086725599
"Male.CoRP-NE",14.2857142857143,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",639.534572821722,12.4788355251705
"Female.CoRP-SE",14.2857142857143,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",659.029285890448,12.9754153970493
"Male.CoRP-SE",14.2857142857143,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",657.168945525776,13.7275873822804
"Female.DECTE-NE",14.2857142857143,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",593.663526112183,13.7164183326638
"Male.DECTE-NE",14.2857142857143,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",580.061740536565,15.9293288927638
"Female.CoRP-NE",16.3265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.666908084118,8.54505140818235
"Male.CoRP-NE",16.3265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",638.867729894836,12.0076431935767
"Female.CoRP-SE",16.3265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",658.734971552673,12.5003691783516
"Male.CoRP-SE",16.3265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",656.736195246318,13.2381556133537
"Female.DECTE-NE",16.3265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",593.706343890397,13.2336622510855
"Male.DECTE-NE",16.3265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",581.185757165394,15.444394712118
"Female.CoRP-NE",18.3673469387755,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.763231669469,8.10898386398569
"Male.CoRP-NE",18.3673469387755,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",638.120827710501,11.560128696934
"Female.CoRP-SE",18.3673469387755,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",658.288068604868,12.0574835714881
"Male.CoRP-SE",18.3673469387755,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",656.223358166455,12.7751343332186
"Female.DECTE-NE",18.3673469387755,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",593.844823978076,12.7869132750677
"Male.DECTE-NE",18.3673469387755,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",582.45095029636,15.0106470622247
"Female.CoRP-NE",20.4081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.723898154074,7.67876151851429
"Male.CoRP-NE",20.4081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",637.238251855017,11.1328588536396
"Female.CoRP-SE",20.4081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",657.615716487631,11.6393859108414
"Male.CoRP-SE",20.4081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",655.5748154067,12.3358184202145
"Female.DECTE-NE",20.4081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.051037940637,12.3669174710059
"Male.DECTE-NE",20.4081632653061,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",583.831669448899,14.6092867989826
"Female.CoRP-NE",22.4489795918367,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.503844821573,7.24970035578801
"Male.CoRP-NE",22.4489795918367,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",636.17493876194,10.7243825699701
"Female.CoRP-SE",22.4489795918367,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",656.65501770577,11.2416661703203
"Male.CoRP-SE",22.4489795918367,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",654.745497880018,11.9193432614872
"Female.DECTE-NE",22.4489795918367,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.301084030908,11.967963991632
"Male.DECTE-NE",22.4489795918367,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",585.303411691283,14.2280395672586
"Female.CoRP-NE",24.4897959183673,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.081735744184,6.82795659212481
"Male.CoRP-NE",24.4897959183673,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",634.909553896857,10.3408477363355
"Female.CoRP-SE",24.4897959183673,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",655.365492374532,10.8732039116841
"Male.CoRP-SE",24.4897959183673,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",653.714063178008,11.531698330505
"Female.DECTE-NE",24.4897959183673,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.580233271456,11.6009164730665
"Male.DECTE-NE",24.4897959183673,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",586.844423123107,13.8809734949682
"Female.CoRP-NE",26.530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",612.439673472282,6.42107761696561
"Male.CoRP-NE",26.530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",633.424201507062,9.98905176379928
"Female.CoRP-SE",26.530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",653.709921946937,10.5434799889481
"Male.CoRP-SE",26.530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",652.462607355544,11.1793883912796
"Female.DECTE-NE",26.530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.875225908869,11.2770965282522
"Male.DECTE-NE",26.530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",588.433549894075,13.582607878971
"Female.CoRP-NE",28.5714285714286,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",611.561745473776,6.03182637492063
"Male.CoRP-NE",28.5714285714286,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",631.702970757385,9.67230492278311
"Female.CoRP-SE",28.5714285714286,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",651.653072793536,10.2549984820339
"Male.CoRP-SE",28.5714285714286,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",650.975211385039,10.8657137883272
"Female.DECTE-NE",28.5714285714286,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.174787107269,10.9986998539431
"Male.DECTE-NE",28.5714285714286,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",590.051623071429,13.3336246208045
"Female.CoRP-NE",30.6122448979592,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",610.433117591701,5.65627153437806
"Male.CoRP-NE",30.6122448979592,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",629.731029197791,9.38959237123424
"Female.CoRP-SE",30.6122448979592,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",649.160937028771,10.0023154349983
"Male.CoRP-SE",30.6122448979592,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",649.237034633668,10.5900616659979
"Female.DECTE-NE",30.6122448979592,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.468484991817,10.7578756334513
"Male.DECTE-NE",30.6122448979592,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",591.680315830559,13.1202071528357
"Female.CoRP-NE",32.6530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",609.043324226664,5.29244958852625
"Male.CoRP-NE",32.6530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",627.497913710198,9.1412463818768
"Female.CoRP-SE",32.6530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",646.215277300258,9.78269847850586
"Male.CoRP-SE",32.6530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",647.237606545841,10.3529736388005
"Female.DECTE-NE",32.6530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.732042170256,10.5503538687642
"Male.DECTE-NE",32.6530612244898,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",593.28738984121,12.9351321044185
"Female.CoRP-NE",34.6938775510204,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",607.389162297694,4.94967372198072
"Male.CoRP-NE",34.6938775510204,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",625.000425007568,8.93385711569225
"Female.CoRP-SE",34.6938775510204,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",642.8244459141,9.60466510369459
"Male.CoRP-SE",34.6938775510204,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",644.973721660304,10.1604243299747
"Female.DECTE-NE",34.6938775510204,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.917569647371,10.3859878826701
"Male.DECTE-NE",34.6938775510204,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.816883315538,12.7929002599439
"Female.CoRP-NE",36.734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",605.466654619199,4.64055828964536
"Male.CoRP-NE",36.734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",622.2345898254,8.7745273565071
"Female.CoRP-SE",36.734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",638.99789320086,9.47663591247026
"Male.CoRP-SE",36.734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",642.44140066071,10.0186589615013
"Female.DECTE-NE",36.734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.973413692537,10.2740704768297
"Male.DECTE-NE",36.734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",596.20905889546,12.7057599947965
"Female.CoRP-NE",38.7755102040816,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",603.27086271136,4.3739468604958
"Male.CoRP-NE",38.7755102040816,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",619.195473604959,8.66676504871872
"Female.CoRP-SE",38.7755102040816,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",634.744108196869,9.40036167708694
"Male.CoRP-SE",38.7755102040816,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",639.635702936479,9.93060003424487
"Female.DECTE-NE",38.7755102040816,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.846959280904,10.2154426034632
"Male.DECTE-NE",38.7755102040816,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",597.403217928663,12.6727366759383
"Female.CoRP-NE",40.8163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",600.797274422788,4.15157849177691
"Male.CoRP-NE",40.8163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",615.878568107471,8.60939569891586
"Female.CoRP-SE",40.8163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",630.072137390604,9.37036072117329
"Male.CoRP-SE",40.8163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",636.552114291628,9.8949733565161
"Female.DECTE-NE",40.8163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.486146858076,10.2023610776219
"Male.DECTE-NE",40.8163265306122,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",598.339324353891,12.6806488808762
"Female.CoRP-NE",42.8571428571429,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",598.058573958408,3.97765373282186
"Male.CoRP-NE",42.8571428571429,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",612.296561121124,8.6019373427811
"Female.CoRP-SE",42.8571428571429,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",625.01332106129,9.38422766218429
"Male.CoRP-SE",42.8571428571429,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",633.203320236206,9.91105031501511
"Female.DECTE-NE",42.8571428571429,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",594.861133622258,10.2316056707209
"Male.DECTE-NE",42.8571428571429,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",598.983723175686,12.7248509097542
"Female.CoRP-NE",44.8979591836735,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",595.089784198226,3.8637208707656
"Male.CoRP-NE",44.8979591836735,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",608.484478681352,8.64674870963248
"Female.CoRP-SE",44.8979591836735,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",619.62795991086,9.4465040479204
"Male.CoRP-SE",44.8979591836735,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",629.624349306745,9.9805130881807
"Female.DECTE-NE",44.8979591836735,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",593.970937119079,10.3092222205165
"Male.DECTE-NE",44.8979591836735,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",599.337029336159,12.8162213825821
"Female.CoRP-NE",46.9387755102041,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",591.927420953501,3.81535364144684
"Male.CoRP-NE",46.9387755102041,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",604.47883972625,8.74311115227507
"Female.CoRP-SE",46.9387755102041,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.97829011504,9.55778110674189
"Male.CoRP-SE",46.9387755102041,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",625.851723261842,10.1023341711063
"Female.DECTE-NE",46.9387755102041,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",592.816503679766,10.4367598186701
"Male.DECTE-NE",46.9387755102041,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",599.40214809503,12.9591834019365
"Female.CoRP-NE",48.9795918367347,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",588.608000035498,3.82696491064552
"Male.CoRP-NE",48.9795918367347,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",600.316163193917,8.88586985368389
"Female.CoRP-SE",48.9795918367347,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",608.126547849559,9.71191184520825
"Male.CoRP-SE",48.9795918367347,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",621.921963860099,10.2716412621872
"Female.DECTE-NE",48.9795918367347,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",591.398779635545,10.6076649771214
"Male.DECTE-NE",48.9795918367347,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",599.181984712021,13.1460377634145
"Female.CoRP-NE",51.0204081632653,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",585.168346622289,3.88577056482794
"Male.CoRP-NE",51.0204081632653,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",596.033277341753,9.06757877845476
"Female.CoRP-SE",51.0204081632653,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",602.135167801702,9.89906442135301
"Male.CoRP-SE",51.0204081632653,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",617.871902309675,10.4815857725667
"Female.DECTE-NE",51.0204081632653,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",589.719597756936,10.8108141590679
"Male.DECTE-NE",51.0204081632653,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",598.680359121605,13.3618046396595
"Female.CoRP-NE",53.0612244897959,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",581.652401328636,3.98968294138047
"Male.CoRP-NE",53.0612244897959,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",591.674124771246,9.28595119733069
"Female.CoRP-SE",53.0612244897959,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",596.071150424622,10.1174090832359
"Male.CoRP-SE",53.0612244897959,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",613.745487158705,10.7297822365589
"Female.DECTE-NE",53.0612244897959,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",587.801178918202,11.0444314045006
"Male.DECTE-NE",53.0612244897959,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",597.92212877759,13.6051122686227
"Female.CoRP-NE",55.1020408163265,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",578.11122020599,4.14681206407518
"Male.CoRP-NE",55.1020408163265,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",587.289762427964,9.54346553352749
"Female.CoRP-SE",55.1020408163265,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",590.006061937341,10.372460176969
"Male.CoRP-SE",55.1020408163265,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",609.593784295296,11.0179735276753
"Female.DECTE-NE",55.1020408163265,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",585.686132097356,11.3153059844817
"Male.DECTE-NE",55.1020408163265,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",596.953188653118,13.8871745492811
"Female.CoRP-NE",57.1428571428571,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",574.596168672613,4.35849317133176
"Male.CoRP-NE",57.1428571428571,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",582.931556576781,9.84019031650784
"Female.CoRP-SE",57.1428571428571,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",584.011667070438,10.6656553572472
