"lexSet_ord","ageGroup","sex","measurement.no","preSeg","dur","id","word","fit","se.fit"
"hole","Young","Male",20.4081632653061,"none",0.138951289398281,"019_FO","OLDER",1138.57848698513,59.8736202062413
"holey","Young","Male",20.4081632653061,"none",0.138951289398281,"019_FO","OLDER",1332.40076460961,67.2079344754799
"holy","Young","Male",20.4081632653061,"none",0.138951289398281,"019_FO","OLDER",1559.10833876732,72.5659477919562
"hole","Old","Female",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1136.24992125357,33.2870865712605
"holey","Old","Female",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1332.87763797044,44.3170144634763
"holy","Old","Female",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1561.88961797272,51.5466570489338
"hole","Young","Female",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1097.65718837866,45.5927859750074
"holey","Young","Female",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1294.28490509552,54.171175320757
"holy","Young","Female",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1523.2968850978,60.3333409106728
"hole","Old","Male",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1167.49869681021,45.456139620294
"holey","Old","Male",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1364.12641352708,54.0603263459122
"holy","Old","Male",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1593.13839352936,60.2480890827976
"hole","Young","Male",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1128.9059639353,57.9529425367014
"holey","Young","Male",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1325.53368065216,64.920322459343
"holy","Young","Male",22.4489795918367,"none",0.138951289398281,"019_FO","OLDER",1554.54566065445,70.245977319517
"hole","Old","Female",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1127.720625157,31.8659276864901
"holey","Old","Female",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1327.15378692577,42.4481992440367
"holy","Old","Female",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1558.45014234898,49.7077677152729
"hole","Young","Female",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1087.41155976067,44.0134941321847
"holey","Young","Female",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1286.84472152943,52.1878381442249
"holy","Young","Female",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1518.14107695264,58.3533793362144
"hole","Old","Male",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1158.61885243415,43.877907021393
"holey","Old","Male",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1358.05201420292,52.0736199533097
"holy","Old","Male",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1589.34836962613,58.2589635123804
"hole","Young","Male",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1118.30978703782,56.1454553279644
"holey","Young","Male",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1317.74294880658,62.7588546513663
"holy","Young","Male",24.4897959183673,"none",0.138951289398281,"019_FO","OLDER",1549.0393042298,68.0709383603655
"hole","Old","Female",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1118.39436364122,30.5216964994567
"holey","Old","Female",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1320.63297669109,40.6770922287067
"holy","Old","Female",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1554.18023853617,47.9950755842963
"hole","Young","Female",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1076.34724831431,42.5470254081834
"holey","Young","Female",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1278.58586136419,50.3327830030967
"holy","Young","Female",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1512.13312320926,56.5239621817684
"hole","Old","Male",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1148.96689796328,42.4072565116583
"holey","Old","Male",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1351.20551101316,50.2106883393454
"holy","Old","Male",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1584.75277285824,56.4153567600636
"hole","Young","Male",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1106.91978263638,54.4777397346926
"holey","Young","Male",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1309.15839568626,60.7507180537041
"holy","Young","Male",26.530612244898,"none",0.138951289398281,"019_FO","OLDER",1542.70565753133,66.0673656703865
"hole","Old","Female",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1108.36395571848,29.2640748701066
"holey","Old","Female",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1313.40802654838,39.0162838778142
"holy","Old","Female",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1549.15928724084,46.4190289109104
"hole","Young","Female",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1064.60024531441,41.2026517684831
"holey","Young","Female",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1269.6443161443,48.6183184885566
"holy","Young","Female",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1505.39557683676,54.8552090735357
"hole","Old","Male",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1138.64414460982,41.053902474871
"holey","Old","Male",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1343.68821543972,48.4842153749639
"holy","Old","Male",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1579.43947613218,54.7281064759633
"hole","Young","Male",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1094.88043420575,52.9595760232323
"holey","Young","Male",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1299.92450503564,58.908496627728
"holy","Young","Male",28.5714285714286,"none",0.138951289398281,"019_FO","OLDER",1535.6757657281,64.2460481687891
"hole","Old","Female",30.6122448979592,"none",0.138951289398281,"019_FO","OLDER",1097.72982702372,28.0784268664749
"holey","Old","Female",30.6122448979592,"none",0.138951289398281,"019_FO","OLDER",1305.57936240231,37.4607167471742
"holy","Old","Female",30.6122448979592,"none",0.138951289398281,"019_FO","OLDER",1543.47429140483,44.9718996971062
"hole","Young","Female",30.6122448979592,"none",0.138951289398281,"019_FO","OLDER",1052.31414029052,39.9658800427126
"holey","Young","Female",30.6122448979592,"none",0.138951289398281,"019_FO","OLDER",1260.1636756691,47.03700457883
"holy","Young","Female",30.6122448979592,"none",0.138951289398281,"019_FO","OLDER",1498.05860467163,53.3369744056777
