"age_sex_corp","measurement.no","preSeg","folMan","folPlace","dur","id","word","fit","se.fit"
"Young.Female.CoRP-NE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1267.50005161609,13.3434235252511
"Old.Male.CoRP-NE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1312.6984903591,101.604053281382
"Young.Male.CoRP-NE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1313.49007830952,63.2396357755271
"Old.Female.CoRP-SE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1282.35619568485,78.1443756634216
"Young.Female.CoRP-SE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1349.05398812623,78.1419871629939
"Old.Male.CoRP-SE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1414.58963845984,78.2522955871257
"Young.Male.CoRP-SE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1416.17781860009,101.982156176022
"Old.Female.DECTE-NE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",813.823016760076,69.0440107138474
"Old.Male.DECTE-NE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",934.036513193775,102.689044727002
"Young.Male.DECTE-NE",59.1836734693878,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.82624561293,104.573282434886
"Old.Female.CoRP-NE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1218.77579528576,80.5781682209389
"Young.Female.CoRP-NE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1256.30838927239,13.9672611477597
"Old.Male.CoRP-NE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1305.74246153556,104.752733240474
"Young.Male.CoRP-NE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1304.19966248799,65.2073063244607
"Old.Female.CoRP-SE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1271.85371208235,80.5702698894505
"Young.Female.CoRP-SE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1341.03219137455,80.5679250279985
"Old.Male.CoRP-SE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1407.253425978,80.6795034331131
"Young.Male.CoRP-SE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1409.81737363784,105.134261408776
"Old.Female.DECTE-NE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",807.017949786926,71.1336288489645
"Old.Male.DECTE-NE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",927.671640165764,105.803033752465
"Young.Male.DECTE-NE",61.2244897959184,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1269.94341769942,107.587383021093
"Old.Female.CoRP-NE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1209.77913918481,83.0825061965276
"Young.Female.CoRP-NE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1246.82419661874,14.6662634640269
"Old.Male.CoRP-NE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1300.35012537557,107.997429511537
"Young.Male.CoRP-NE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1296.47302824884,67.2430064386612
"Old.Female.CoRP-SE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1262.91514810313,83.0743989713604
"Young.Female.CoRP-SE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1334.57418052592,83.0721286514357
"Old.Male.CoRP-SE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1401.48099657786,83.1857062402922
"Young.Male.CoRP-SE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1405.02075311216,108.384371010217
"Old.Female.DECTE-NE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",802.075127367484,73.2916390716282
"Old.Male.DECTE-NE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",922.920304953833,109.01498096803
"Young.Male.DECTE-NE",63.265306122449,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1263.19230333047,110.69165217632
"Old.Female.CoRP-NE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1202.25597010889,85.6663569352783
"Young.Female.CoRP-NE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1238.96501975246,15.4763221717649
"Old.Male.CoRP-NE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1296.43118153407,111.335991604289
"Young.Male.CoRP-NE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1290.21987445194,69.3507642931148
"Old.Female.CoRP-SE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1255.45020725528,85.6580144416334
"Young.Female.CoRP-SE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1329.58965090033,85.6558460787566
"Old.Male.CoRP-SE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1397.18204161208,85.7720788560753
"Young.Male.CoRP-SE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1401.6976183234,111.73015610425
"Old.Female.DECTE-NE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",798.861395469234,75.525224155802
"Old.Male.DECTE-NE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",919.687226728691,112.324240867386
"Young.Male.DECTE-NE",65.3061224489796,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1257.50671962079,113.895025883142
"Old.Female.CoRP-NE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1196.11423833094,88.3241797406385
"Young.Female.CoRP-NE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1232.64647412574,16.3866612307303
"Old.Male.CoRP-NE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1293.89358360294,114.761338120251
"Young.Male.CoRP-NE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1285.34815383,71.5259863239576
"Old.Female.CoRP-SE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1249.366846765,88.3155799086685
"Young.Female.CoRP-SE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1325.98655168058,88.3135383222125
"Old.Male.CoRP-SE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1394.26450630783,88.4330225654175
"Young.Male.CoRP-SE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1399.75588458335,115.164383691652
"Old.Female.DECTE-NE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",797.241486795969,77.8309888455573
"Old.Male.DECTE-NE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",917.875350161454,115.724665053563
"Young.Male.DECTE-NE",67.3469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1252.81864633718,117.194041585768
"Old.Female.CoRP-NE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1191.26189412387,91.0437731775905
"Young.Female.CoRP-NE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1227.78417519079,17.3459901428976
"Old.Male.CoRP-NE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1292.64528517405,118.261525899924
"Young.Male.CoRP-NE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1281.76581911573,73.7556406549269
"Old.Female.CoRP-SE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1244.5730238585,91.0348961939489
"Young.Female.CoRP-SE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1323.67283204949,91.0330045861606
"Old.Male.CoRP-SE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1392.6363358923,91.1562900782182
"Young.Male.CoRP-SE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1399.10346720382,118.674985054
"Old.Female.DECTE-NE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",797.080134051479,80.194988050295
"Old.Male.DECTE-NE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",917.387619923239,119.204631586326
"Young.Male.DECTE-NE",69.3877551020408,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1249.06006324646,120.572563293818
"Old.Female.CoRP-NE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1187.59893958124,93.8121149625294
"Young.Female.CoRP-NE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1224.28439069909,18.301329813027
"Old.Male.CoRP-NE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1292.58629162257,121.824216696048
"Young.Male.CoRP-NE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1279.37287470811,76.0255001056076
"Old.Female.CoRP-SE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1240.96874670005,93.8029426854127
"Young.Female.CoRP-SE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1322.54849302635,93.8012231257193
"Old.Male.CoRP-SE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1392.19752771072,93.9288188872
"Young.Male.CoRP-SE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1399.64033512148,122.249509046572
"Old.Female.DECTE-NE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",798.233816119082,82.6017530337126
"Old.Male.DECTE-NE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",918.11911874069,122.751993240786
"Young.Male.DECTE-NE",71.4285714285714,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1246.15588211609,124.012696164833
"Old.Female.CoRP-NE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1184.93900590934,96.6270790469568
"Young.Female.CoRP-NE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1221.95256939554,19.2627357871254
"Old.Male.CoRP-NE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1293.53023705137,125.445680268461
"Young.Male.CoRP-NE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.98295252572,78.3346177160134
"Old.Female.CoRP-SE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1238.36764345562,96.6175977489642
"Young.Female.CoRP-SE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1322.42716490728,96.616070178129
"Old.Male.CoRP-SE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1392.76171129202,96.7484347956712
"Young.Male.CoRP-SE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1401.1801050127,125.884099398208
"Old.Female.DECTE-NE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",800.469485673988,85.0527464193581
"Old.Male.DECTE-NE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",919.879448709341,126.364258244393
"Young.Male.DECTE-NE",73.469387755102,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1243.9537304662,127.518634701528
"Old.Female.CoRP-NE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1183.03015645551,99.4923182543786
"Young.Female.CoRP-NE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1220.52006855078,20.2664799339444
"Old.Male.CoRP-NE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1295.2251874771,129.126841077885
"Young.Male.CoRP-NE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.3441156882,80.6890093868201
"Old.Female.CoRP-SE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1236.51776905717,99.4825195506633
"Young.Female.CoRP-SE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1323.05691022619,99.4812016008868
"Old.Male.CoRP-SE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1394.0769501178,99.6187398663426
"Young.Male.CoRP-SE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1403.47083668362,129.57955174315
"Old.Female.DECTE-NE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",803.486666062368,87.557209671616
"Old.Male.DECTE-NE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",922.41316926905,130.043892050339
"Young.Male.DECTE-NE",75.5102040816327,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1242.24102858791,131.10356374011
"Old.Female.CoRP-NE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1181.62849932201,102.406335049546
"Young.Female.CoRP-NE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1219.72618002409,21.3155973678687
"Old.Male.CoRP-NE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1297.42725366849,132.864840364875
"Young.Male.CoRP-NE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.21247205804,83.0881840205117
"Old.Female.CoRP-SE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1235.17522312215,102.396213984657
"Young.Female.CoRP-SE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1324.19383627319,102.395121551467
"Old.Male.CoRP-SE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1395.89935244803,102.538195909513
"Young.Male.CoRP-SE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1406.26863483746,133.332901076
"Old.Female.DECTE-NE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",806.992901326174,90.1153228589432
"Old.Male.DECTE-NE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",925.472891402835,133.788914486637
"Young.Male.DECTE-NE",77.5510204081633,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1240.81331081261,134.769004748012
"Old.Female.CoRP-NE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1180.5153659872,105.361783689283
"Young.Female.CoRP-NE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1219.33541905075,22.3807064405294
"Old.Male.CoRP-NE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1299.91776977029,136.65247370834
"Young.Male.CoRP-NE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.36935287379,85.5243104231516
"Old.Female.CoRP-SE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1234.12132864404,105.351336872207
"Young.Female.CoRP-SE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1325.61927371445,105.350484180725
"Old.Male.CoRP-SE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1398.01024991875,105.499427867065
"Young.Male.CoRP-SE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1409.35482755343,137.136862258203
"Old.Female.DECTE-NE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",810.720958883398,92.7175527400694
"Old.Male.DECTE-NE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",928.836449469755,137.592364345512
"Young.Male.DECTE-NE",79.5918367346939,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1239.49133484775,138.504651324111
"Old.Female.CoRP-NE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1179.48514509396,108.351036595542
"Young.Female.CoRP-NE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1219.12539911338,23.4326310273035
"Old.Male.CoRP-NE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1302.4911275505,140.482461108109
"Young.Male.CoRP-NE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.60914653206,87.989102702686
"Old.Female.CoRP-SE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1233.15046526483,108.340261958445
"Young.Female.CoRP-SE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1327.12761052922,108.339661494177
"Old.Male.CoRP-SE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1400.20403159831,108.494783279876
"Young.Male.CoRP-SE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1412.52380154522,140.984085508486
"Old.Female.DECTE-NE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",814.419623518859,95.3539355232072
"Old.Male.DECTE-NE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",932.294824424067,141.447164440679
"Young.Male.DECTE-NE",81.6326530612245,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1238.10764329918,142.300519919859
"Old.Female.CoRP-NE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1178.40730782434,111.376714618791
"Young.Female.CoRP-NE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1218.94911986127,24.4959938062727
"Old.Male.CoRP-NE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1305.01680470638,144.355557332122
"Young.Male.CoRP-NE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.80132392108,90.4867957870356
"Old.Female.CoRP-SE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1232.13209135163,111.36561424996
"Young.Female.CoRP-SE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1328.58831833374,111.365275296862
"Old.Male.CoRP-SE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1402.35017107336,111.526848937809
"Young.Male.CoRP-SE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1415.64503692929,144.875241431965
"Old.Female.DECTE-NE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",817.93464030158,98.0312476762142
"Old.Male.DECTE-NE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",935.714740707672,145.355365871864
"Young.Male.DECTE-NE",83.6734693877551,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1236.56045847003,146.169860226782
"Old.Female.CoRP-NE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1177.18497757669,114.443195100108
"Young.Female.CoRP-NE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1218.69336924669,25.60205606806
"Old.Male.CoRP-NE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1307.39793267092,148.273996497926
"Young.Male.CoRP-NE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.84900812399,93.0236803649601
"Old.Female.CoRP-SE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1230.96931577841,114.431775611012
"Young.Female.CoRP-SE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1329.90452145257,114.431703908838
"Old.Male.CoRP-SE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1404.35179503391,114.599968557694
"Young.Male.CoRP-SE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1418.62167090749,148.812483624693
"Old.Female.DECTE-NE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",821.155212186951,100.759239564482
"Old.Male.DECTE-NE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",938.996871217816,149.320682761844
"Young.Male.DECTE-NE",85.7142857142857,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1234.77744049813,150.131048723602
"Old.Female.CoRP-NE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1175.72707704039,117.548979563619
"Young.Female.CoRP-NE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1218.25073515488,26.7500541703053
"Old.Male.CoRP-NE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1309.54344217529,152.235588708004
"Young.Male.CoRP-NE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.66112151486,95.598721068702
"Old.Female.CoRP-SE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1229.57104670205,117.53725015737
"Young.Female.CoRP-SE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1330.98514350362,117.537448731532
"Old.Male.CoRP-SE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1406.11782946515,117.712620006675
"Young.Male.CoRP-SE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1421.36263999562,152.793562270799
"Old.Female.DECTE-NE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",823.97638767453,103.537972172156
"Old.Male.DECTE-NE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",942.047689540112,153.34172597689
"Young.Male.DECTE-NE",87.7551020408163,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1232.69202893316,154.190500389989
"Old.Female.CoRP-NE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1173.96509112137,120.688501763115
"Young.Female.CoRP-NE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1217.53636768762,27.9176599048513
"Old.Male.CoRP-NE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1311.38482616723,156.235097101038
"Young.Male.CoRP-NE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1277.16914868434,98.2058053498016
"Old.Female.CoRP-SE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1227.86875449603,120.676472541018
"Young.Female.CoRP-SE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1331.76167032135,120.676942584513
"Old.Male.CoRP-SE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1407.57976256883,120.859221221865
"Young.Male.CoRP-SE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1423.79944292608,156.813196226083
"Old.Female.DECTE-NE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",826.315777480443,106.360093872132
"Old.Male.DECTE-NE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",944.796231476737,157.413398708627
"Young.Male.DECTE-NE",89.7959183673469,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1230.2602255414,158.344406114742
"Old.Female.CoRP-NE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1171.85303954778,123.857477848424
"Young.Female.CoRP-NE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1216.48957979001,29.0895355659067
"Old.Male.CoRP-NE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1312.87611221534,160.268356434187
"Young.Male.CoRP-NE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1276.32710911297,100.840337643849
"Old.Female.CoRP-SE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1225.8164449745,123.845159728942
"Young.Female.CoRP-SE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1332.18812266855,123.845900709266
"Old.Male.CoRP-SE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1408.69161727395,124.035473296585
"Young.Male.CoRP-SE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1425.88611319932,160.867178517301
"Old.Female.DECTE-NE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",828.11999752481,109.220053353847
"Old.Male.DECTE-NE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",947.194387163007,161.531628740518
"Young.Male.DECTE-NE",91.8367346938776,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1227.45796843005,162.591034480469
"Old.Female.CoRP-NE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1169.43631941273,127.063895543922
"Young.Female.CoRP-NE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1215.14986737862,30.3092325082114
"Old.Male.CoRP-NE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1314.06270416398,164.340763874752
"Young.Male.CoRP-NE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1275.18040001249,103.512733140534
"Old.Female.CoRP-SE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1223.45950466161,127.05130320676
"Young.Female.CoRP-SE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1332.30989924692,127.052311464411
"Old.Male.CoRP-SE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1409.49879336082,127.249333953859
"Young.Male.CoRP-SE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1427.66806138787,164.960838670519
"Old.Female.DECTE-NE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",829.462037958737,112.131990274213
"Old.Male.DECTE-NE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",949.287152263186,165.702923002055
"Young.Male.DECTE-NE",93.8775510204082,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1224.33851845996,166.953301888456
"Old.Female.CoRP-NE",95.9183673469388,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1166.79108047565,130.321432800141
"Young.Female.CoRP-NE",95.9183673469388,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1213.59044252606,31.6443715044171
"Old.Male.CoRP-NE",95.9183673469388,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1315.0207581573,168.462201835002
"Young.Male.CoRP-NE",95.9183673469388,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1273.80517138415,106.240303962912
"Old.Female.CoRP-SE",95.9183673469388,"nasal_apical","none","none",0.129267647058824,"017_FY","KNOW",1220.87407387364,130.308585595644
