"lexSet_ord","age_sex","measurement.no","preSeg","dur","id","word","fit","se.fit"
"hope","Young.Female",12.2448979591837,"none",0.120253986332574,"019_FO","KNOW",1611.18968119373,37.2712221202945
"hole","Young.Female",12.2448979591837,"none",0.120253986332574,"019_FO","KNOW",1176.55909837844,40.3016650393972
"hope","Old.Male",12.2448979591837,"none",0.120253986332574,"019_FO","KNOW",1640.22900888977,37.6385411895478
"hole","Old.Male",12.2448979591837,"none",0.120253986332574,"019_FO","KNOW",1205.59842607449,40.5822199890964
"hope","Young.Male",12.2448979591837,"none",0.120253986332574,"019_FO","KNOW",1620.77382995498,43.7257607891395
"hole","Young.Male",12.2448979591837,"none",0.120253986332574,"019_FO","KNOW",1186.1432471397,46.0756004822089
"hope","Old.Female",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1591.97737188582,23.947514337344
"hole","Old.Female",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1152.77285543051,28.50423042879
"hope","Young.Female",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1611.5329602899,36.1227791847241
"hole","Young.Female",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1172.32844383459,39.2385428310705
"hope","Old.Male",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1640.47579479282,36.4773398812426
"hole","Old.Male",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1201.27127833751,39.5083479552029
"hope","Young.Male",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1618.53601525739,42.5090814062859
"hole","Young.Male",14.2857142857143,"none",0.120253986332574,"019_FO","KNOW",1179.33149880208,44.9300775032721
"hope","Old.Female",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1590.10001639416,22.8476958745353
"hole","Old.Female",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1145.47794538154,27.6286996431134
"hope","Young.Female",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1611.84766587894,35.0659537351014
"hole","Young.Female",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1167.22559486633,38.3021356201324
"hope","Old.Male",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1640.69400862137,35.4073944491462
"hole","Old.Male",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1196.07193760876,38.5607284600847
"hope","Young.Male",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1616.32287369888,41.4459827263908
"hole","Young.Male",16.3265306122449,"none",0.120253986332574,"019_FO","KNOW",1171.70080268627,43.9545754255478
"hope","Old.Female",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1588.19000557155,21.7779213607004
"hole","Old.Female",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1137.25199880456,26.8431728612582
"hope","Young.Female",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1612.1297163568,34.1070185396145
"hole","Young.Female",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1161.19170958981,37.4960794929226
"hope","Old.Male",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1640.87956905114,34.4349909135028
"hole","Old.Male",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1189.94156228415,37.7430537878709
"hope","Young.Male",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1614.15339879912,40.5318811657759
"hole","Young.Male",18.3673469387755,"none",0.120253986332574,"019_FO","KNOW",1163.21539203213,43.1457757487932
"hope","Old.Female",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1586.24325785976,20.7392095317119
"hole","Old.Female",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1128.03642377318,26.1023395412204
"hope","Young.Female",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1612.37503016722,33.2521766856359
"hole","Young.Female",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1154.16819608064,36.7910123156558
"hope","Old.Male",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1641.02839480547,33.5663653815248
"hole","Old.Male",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1182.82156071889,37.0262472076458
"hope","Young.Male",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1612.04661046887,39.7505074336334
"hole","Young.Male",20.4081632653061,"none",0.120253986332574,"019_FO","KNOW",1153.83977638229,42.4612842940918
"hope","Old.Female",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1584.25569211352,19.732977137307
"hole","Old.Female",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1117.82561004687,25.375758633589
"hope","Young.Female",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1612.57952617961,32.5075200850012
"hole","Young.Female",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1146.14944411296,36.1687257732938
"hope","Old.Male",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1641.13640500901,32.8076654214812
"hole","Old.Male",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1174.70632294235,36.3923075938793
"hope","Young.Male",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1610.02711384276,39.0913533442274
"hole","Young.Male",22.4489795918367,"none",0.120253986332574,"019_FO","KNOW",1143.59703177611,41.8736595114955
"hope","Old.Female",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1582.22322806726,18.761437218874
"hole","Old.Female",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1106.73215648213,24.7103264024289
"hope","Young.Female",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1612.73912417157,31.8789937986554
"hole","Young.Female",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1137.24805258644,35.6651577249573
"hope","Old.Male",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1641.19951964002,32.1649162961675
"hole","Old.Male",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1165.70844805489,35.8770521790382
"hope","Young.Male",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1608.13197538578,38.5667666125285
"hole","Young.Male",24.4897959183673,"none",0.120253986332574,"019_FO","KNOW",1132.64090380065,41.422068384455
"hope","Old.Female",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1580.14290612769,17.8283115303406
"hole","Old.Female",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1094.88577695427,24.1533520997209
"hope","Young.Female",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1612.85086459682,31.3724649332288
"hole","Young.Female",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1127.5937354234,35.3142678993651
"hope","Old.Male",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1641.21477934555,31.6440899192829
"hole","Old.Male",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1155.95765017212,35.5143736172509
"hope","Young.Male",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1606.40106821583,38.1890327116363
"hole","Young.Male",26.530612244898,"none",0.120253986332574,"019_FO","KNOW",1121.1439390424,41.1433469474007
"hope","Old.Female",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1578.021519665,16.9407558798127
"hole","Old.Female",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1082.42593830207,23.7085504824296
"hope","Young.Female",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1612.92154087255,30.9943476535844
"hole","Young.Female",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1117.32595950962,35.1179727054306
"hope","Old.Male",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1641.1889777361,31.2517275168083
"hole","Old.Male",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1145.59339637318,35.3063423760105
"hope","Young.Male",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1604.8840184143,37.9592628407583
"hole","Young.Male",28.5714285714286,"none",0.120253986332574,"019_FO","KNOW",1109.28843705137,41.0361523539298
"hope","Old.Female",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1575.87088379127,16.1088292214144
"hole","Old.Female",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1069.49703289447,23.3344175091431
"hope","Young.Female",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1612.9629681587,30.7506916493339
"hole","Young.Female",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1106.5891172619,35.0469445411947
"hope","Old.Male",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1641.13393016247,30.9940283926942
"hole","Old.Male",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1134.76007926567,35.2239494572072
"hope","Young.Male",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1603.63537862097,37.8671077412443
"hole","Young.Male",30.6122448979592,"none",0.120253986332574,"019_FO","KNOW",1097.26152772417,41.0626623167705
"hope","Old.Female",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1573.70285537134,15.3444306605285
"hole","Old.Female",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1056.23605091351,23.0098291630453
"hope","Young.Female",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1612.98700343484,30.6461207388887
"hole","Young.Female",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1095.52019897701,35.085819438312
"hope","Old.Male",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1641.06149360319,30.8757870201731
"hole","Old.Male",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1123.59468914536,35.2520416179623
"hope","Young.Male",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1602.70237884533,37.9079599598895
"hole","Young.Male",32.6530612244898,"none",0.120253986332574,"019_FO","KNOW",1085.2355743875,41.2030457433576
"hope","Old.Female",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1571.52929185744,14.6607696008757
"hole","Old.Female",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1042.76736513434,22.78045782944
"hope","Young.Female",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1613.00550438121,30.6833110493909
"hole","Young.Female",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1084.24357765811,35.2623460040785
"hope","Old.Male",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1640.98352541226,30.8998645829738
"hole","Old.Male",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1112.22159868917,35.418357401684
"hope","Young.Male",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1602.11976654382,38.0939180304133
"hole","Young.Male",34.6938775510204,"none",0.120253986332574,"019_FO","KNOW",1073.35783982072,41.4897056696221
"hope","Old.Female",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1569.36205262994,14.0716039435693
"hole","Old.Female",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1029.21412801453,22.682733740782
"hope","Young.Female",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1613.03033061716,30.8626474500174
"hole","Young.Female",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1072.88240600175,35.5958307584371
"hope","Old.Male",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1640.91188485131,31.0668347844511
"hole","Old.Male",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1100.7639602359,35.742245835139
"hope","Young.Male",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1601.92108191798,38.4321944409789
"hole","Young.Male",36.734693877551,"none",0.120253986332574,"019_FO","KNOW",1061.77315730257,41.9450084725293
"hope","Old.Female",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1567.21299828658,13.5902080110392
"hole","Old.Female",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1015.699493229,22.7103745830083
"hope","Young.Female",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1613.07334297944,31.1820976146843
"hole","Young.Female",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1061.55983792186,36.0768920612775
"hope","Old.Male",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1640.85843239932,31.3748452439739
"hole","Old.Male",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1089.34492734174,36.2144791073568
"hope","Young.Male",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1602.13986638673,38.9173023486405
"hole","Young.Male",38.7755102040816,"none",0.120253986332574,"019_FO","KNOW",1050.62636132915,42.5576266037596
"hope","Old.Female",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1565.09398944401,13.2281193171782
"hole","Old.Female",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1002.34646790116,22.820626911375
"hope","Young.Female",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1613.14640232342,31.6373147467454
"hole","Young.Female",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1050.39888078056,36.6733866152881
"hope","Old.Male",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1640.83502855157,31.819707751598
"hole","Old.Male",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1078.08750700871,36.8031119883712
"hope","Young.Male",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1602.80923573722,39.5334542074572
"hole","Young.Male",40.8163265306122,"none",0.120253986332574,"019_FO","KNOW",1040.06171419437,43.2897598739545
"hope","Old.Female",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",1563.01688666498,12.9938404368367
"hole","Old.Female",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",989.272361174336,22.9983176015192
"hope","Young.Female",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",1613.26136944029,32.221946601117
"hole","Young.Female",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",1039.51684394964,37.3711766086339
"hope","Old.Male",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",1640.8535336471,32.3951972596295
"hole","Old.Male",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",1067.10900815645,37.4940868882332
"hope","Young.Male",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",1603.94575853315,40.2715537454594
"hole","Young.Male",42.8571428571429,"none",0.120253986332574,"019_FO","KNOW",1030.2012330425,44.1257917363553
"hope","Old.Female",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",1560.99355044223,12.891789924316
"hole","Old.Female",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",976.587080314234,23.2766229072075
"hope","Young.Female",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",1613.43010503793,32.9280992447821
"hole","Young.Female",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",1029.02363490993,38.1858593897922
"hope","Old.Male",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",1640.92580782204,33.0935094042185
"hole","Old.Male",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",1056.51933769404,38.3029562473423
"hope","Young.Male",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",1605.5445079097,41.1340572718862
"hole","Young.Male",44.8979591836735,"none",0.120253986332574,"019_FO","KNOW",1021.1380377817,45.0859450039708
"hope","Old.Female",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",1559.03584126379,12.9218323911165
"hole","Old.Female",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",964.400037906614,23.6708709628237
"hope","Young.Female",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",1613.6644698186,33.7468915604601
"hole","Young.Female",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",1019.02866646142,39.1215491841734
"hope","Old.Male",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",1641.06371119895,33.905812975132
"hole","Old.Male",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",1046.42790784177,39.2338164053574
"hope","Young.Male",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",1607.59912042637,42.1177103577016
"hole","Young.Male",46.9387755102041,"none",0.120253986332574,"019_FO","KNOW",1012.96331706919,46.1766209348159
"hope","Old.Female",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",1557.15561961774,13.0796059422002
"hole","Old.Female",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",952.820646537237,24.1610395329449
"hope","Young.Female",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",1613.9763244846,34.6690399014971
"hole","Young.Female",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",1009.64135140409,40.1611545563382
"hope","Old.Male",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",1641.2791039004,34.8228364730022
"hole","Old.Male",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",1036.94413081989,40.2695996990826
"hope","Young.Male",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",1610.10323264268,43.2100738297046
"hole","Young.Male",48.9795918367347,"none",0.120253986332574,"019_FO","KNOW",1005.76825956218,47.3788482200851
"hope","Old.Female",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",1555.36435183782,13.3577000857912
"hole","Old.Female",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",941.957248373325,24.7061625171632
"hope","Young.Female",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",1614.37713557706,35.6854516191963
"hole","Young.Female",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",1000.97003211257,41.275709161099
"hope","Old.Male",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",1641.58345188896,35.8354661822846
"hole","Old.Male",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",1028.17634842446,41.3813679414628
"hope","Young.Male",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",1613.04944870359,44.39361825722
"hole","Young.Male",51.0204081632653,"none",0.120253986332574,"019_FO","KNOW",999.642345239102,48.6592297523338
"hope","Old.Female",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",1553.66443870869,13.7488153664015
"hole","Old.Female",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",931.893565955705,25.3026885829016
"hope","Young.Female",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",1614.86930393077,36.7883142628585
"hole","Young.Female",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",993.098431177786,42.459311266262
"hope","Old.Male",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",1641.97915544717,36.9358392353531
"hole","Old.Male",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",1020.20828269419,42.5631672396201
"hope","Young.Male",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",1616.40662721956,45.6612539975682
"hole","Young.Male",53.0612244897959,"none",0.120253986332574,"019_FO","KNOW",994.635754466577,50.0117635473228
"hope","Old.Female",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",1552.04921546595,14.2463506148793
"hole","Old.Female",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",922.688702198806,25.9806545484911
"hope","Young.Female",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",1615.44616467416,37.9711114622308
"hole","Young.Female",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",986.085651407022,43.7262970760111
"hope","Old.Male",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",1642.45954917758,38.1173678590369
"hole","Old.Male",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",1013.09903591044,43.8292277841508
"hope","Young.Male",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",1620.11988126653,47.015157193508
"hole","Young.Male",55.1020408163265,"none",0.120253986332574,"019_FO","KNOW",990.759367999389,51.4545380252693
"hope","Old.Female",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",1550.51162319088,14.8426477738059
"hole","Old.Female",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",914.40068959852,26.7468358963634
"hope","Young.Female",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",1616.10065877453,39.2277653708782
"hole","Young.Female",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",979.989725182168,45.0773310782497
"hope","Old.Male",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",1643.01757352272,39.3738918578819
"hole","Old.Male",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",1006.90663993036,45.1801414842788
"hope","Young.Male",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",1624.13329150591,48.4518127325729
"hole","Young.Male",57.1428571428571,"none",0.120253986332574,"019_FO","KNOW",988.022357913547,52.9890890329345
"hope","Old.Female",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",1549.04460296477,15.5290512090367
"hole","Old.Female",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",907.087560650738,27.5776920390242
"hope","Young.Female",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",1616.82572719916,40.5524534170237
"hole","Young.Female",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",974.868684885121,46.4954838362334
"hope","Old.Male",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",1643.64616892514,40.6995010077645
"hole","Old.Male",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",1001.6891266111,46.5989436448274
"hope","Young.Male",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",1628.3909385991,49.9603836823688
"hole","Young.Male",59.1836734693878,"none",0.120253986332574,"019_FO","KNOW",986.433896285061,54.5957194192189
"hope","Old.Female",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",1547.6410958002,16.2961945558859
"hole","Old.Female",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",900.801985573047,28.4391768166917
"hope","Young.Female",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",1617.61431083809,41.93951542651
"hole","Young.Female",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",970.775200610932,47.957968492298
"hope","Old.Male",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",1644.33827575854,42.0884463372633
"hole","Old.Male",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",997.499165531382,48.0628217456869
"hope","Young.Male",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",1632.83665487297,51.5273542193454
"hole","Young.Male",61.2244897959184,"none",0.120253986332574,"019_FO","KNOW",985.997544645817,56.2474204801581
"hope","Old.Female",63.265306122449,"none",0.120253986332574,"019_FO","KNOW",1546.29404168165,17.1343532674001
"hole","Old.Female",63.265306122449,"none",0.120253986332574,"019_FO","KNOW",895.516399011397,29.3395601325684
