"sex_lexSet","measurement.no","preSeg","dur","id","word","fit","se.fit"
"Female.hope",0,"none",0.132202312138728,"019_FO","KNOW",672.280844920272,12.3650197457444
"Male.hope",0,"none",0.132202312138728,"019_FO","KNOW",670.771349519433,17.3869333738504
"Female.hole",0,"none",0.132202312138728,"019_FO","KNOW",670.823213242507,13.9494027846079
"Male.hole",0,"none",0.132202312138728,"019_FO","KNOW",659.91449595218,18.586235671255
"Female.hope",2.04081632653061,"none",0.132202312138728,"019_FO","KNOW",670.941473907966,11.7756064891817
"Male.hope",2.04081632653061,"none",0.132202312138728,"019_FO","KNOW",670.046474581254,16.7184471911126
"Female.hole",2.04081632653061,"none",0.132202312138728,"019_FO","KNOW",670.61261695178,13.3626793697685
"Male.hole",2.04081632653061,"none",0.132202312138728,"019_FO","KNOW",658.963080409171,17.9095445434971
"Female.hope",4.08163265306122,"none",0.132202312138728,"019_FO","KNOW",669.6032824994,11.2416068045728
"Male.hope",4.08163265306122,"none",0.132202312138728,"019_FO","KNOW",669.322779365486,16.1015361785274
"Female.hole",4.08163265306122,"none",0.132202312138728,"019_FO","KNOW",670.403200339133,12.829546848826
"Male.hole",4.08163265306122,"none",0.132202312138728,"019_FO","KNOW",658.012844440198,17.2839183098528
"Female.hope",6.12244897959184,"none",0.132202312138728,"019_FO","KNOW",668.267450298308,10.7563820088347
"Male.hope",6.12244897959184,"none",0.132202312138728,"019_FO","KNOW",668.601443594539,15.5320310402411
"Female.hole",6.12244897959184,"none",0.132202312138728,"019_FO","KNOW",670.196143082644,12.3439727361359
"Male.hole",6.12244897959184,"none",0.132202312138728,"019_FO","KNOW",657.064967619294,16.7055031648578
"Female.hope",8.16326530612245,"none",0.132202312138728,"019_FO","KNOW",666.935156908432,10.3029984809254
"Male.hope",8.16326530612245,"none",0.132202312138728,"019_FO","KNOW",667.883646990826,14.9989596806074
"Female.hole",8.16326530612245,"none",0.132202312138728,"019_FO","KNOW",669.992624860394,11.8911378217914
"Male.hole",8.16326530612245,"none",0.132202312138728,"019_FO","KNOW",656.120629520495,16.1641742305684
"Female.hope",10.2040816326531,"none",0.132202312138728,"019_FO","KNOW",665.60757306933,9.86076118891365
"Male.hope",10.2040816326531,"none",0.132202312138728,"019_FO","KNOW",667.170560412575,14.4892606023794
"Female.hole",10.2040816326531,"none",0.132202312138728,"019_FO","KNOW",669.793816486291,11.4533218264653
"Male.hole",10.2040816326531,"none",0.132202312138728,"019_FO","KNOW",655.181000853665,15.6479611412042
"Female.hope",12.2448979591837,"none",0.132202312138728,"019_FO","KNOW",664.274106756338,9.42017986869396
"Male.hope",12.2448979591837,"none",0.132202312138728,"019_FO","KNOW",666.451591950281,13.9980410286369
"Female.hole",12.2448979591837,"none",0.132202312138728,"019_FO","KNOW",669.589126017568,11.0228610478374
"Male.hole",12.2448979591837,"none",0.132202312138728,"019_FO","KNOW",654.235489572706,15.1525516704771
"Female.hope",14.2857142857143,"none",0.132202312138728,"019_FO","KNOW",662.889214490886,8.99443375244224
"Male.hope",14.2857142857143,"none",0.132202312138728,"019_FO","KNOW",665.681198230093,13.5359060797663
"Female.hole",14.2857142857143,"none",0.132202312138728,"019_FO","KNOW",669.333010079994,10.6116135165911
"Male.hole",14.2857142857143,"none",0.132202312138728,"019_FO","KNOW",653.23855220217,14.6879695109695
"Female.hope",16.3265306122449,"none",0.132202312138728,"019_FO","KNOW",661.400890808631,8.59625854689739
"Male.hope",16.3265306122449,"none",0.132202312138728,"019_FO","KNOW",664.807373890455,13.1128324861347
"Female.hole",16.3265306122449,"none",0.132202312138728,"019_FO","KNOW",668.973463317711,10.2307431404164
"Male.hole",16.3265306122449,"none",0.132202312138728,"019_FO","KNOW",652.138183285376,14.2635713040101
"Female.hope",18.3673469387755,"none",0.132202312138728,"019_FO","KNOW",659.757164427399,8.22376813981768
"Male.hope",18.3673469387755,"none",0.132202312138728,"019_FO","KNOW",663.778147751985,12.7289092845962
"Female.hole",18.3673469387755,"none",0.132202312138728,"019_FO","KNOW",668.458514557032,9.87885903170528
"Male.hole",18.3673469387755,"none",0.132202312138728,"019_FO","KNOW",650.882411547813,13.8795529464368
"Female.hope",20.4081632653061,"none",0.132202312138728,"019_FO","KNOW",657.906296238145,7.85944830114472
"Male.hope",20.4081632653061,"none",0.132202312138728,"019_FO","KNOW",662.541780808217,12.374328925558
"Female.hole",20.4081632653061,"none",0.132202312138728,"019_FO","KNOW",667.73642479736,9.54172764334854
"Male.hole",20.4081632653061,"none",0.132202312138728,"019_FO","KNOW",649.419497888397,13.5270477322608
"Female.hope",22.4489795918367,"none",0.132202312138728,"019_FO","KNOW",655.797685009211,7.48919776848136
"Male.hope",22.4489795918367,"none",0.132202312138728,"019_FO","KNOW",661.047671885309,12.0421665165234
"Female.hole",22.4489795918367,"none",0.132202312138728,"019_FO","KNOW",666.75659290678,9.20852589828544
"Male.hole",22.4489795918367,"none",0.132202312138728,"019_FO","KNOW",647.698841146779,13.1998981807517
"Female.hope",24.4897959183673,"none",0.132202312138728,"019_FO","KNOW",653.383061706621,7.12357770736036
"Male.hope",24.4897959183673,"none",0.132202312138728,"019_FO","KNOW",659.247551907232,11.7412930049022
"Female.hole",24.4897959183673,"none",0.132202312138728,"019_FO","KNOW",665.470749931656,8.88889854937946
"Male.hole",24.4897959183673,"none",0.132202312138728,"019_FO","KNOW",645.672172501636,12.9063719660059
"Female.hope",26.530612244898,"none",0.132202312138728,"019_FO","KNOW",650.614311281046,6.77624469560866
"Male.hope",26.530612244898,"none",0.132202312138728,"019_FO","KNOW",657.093305769096,11.4817833148125
"Female.hole",26.530612244898,"none",0.132202312138728,"019_FO","KNOW",663.830780900373,8.59453232106047
"Male.hole",26.530612244898,"none",0.132202312138728,"019_FO","KNOW",643.291377135417,12.6557176830771
"Female.hope",28.5714285714286,"none",0.132202312138728,"019_FO","KNOW",647.441912687006,6.45064508028069
"Male.hope",28.5714285714286,"none",0.132202312138728,"019_FO","KNOW",654.535412369854,11.2667801247757
"Female.hole",28.5714285714286,"none",0.132202312138728,"019_FO","KNOW",661.787164845161,8.32848490596941
"Male.hole",28.5714285714286,"none",0.132202312138728,"019_FO","KNOW",640.506934234415,12.4507835615517
"Female.hope",30.6122448979592,"none",0.132202312138728,"019_FO","KNOW",643.815905207457,6.13658626511195
"Male.hope",30.6122448979592,"none",0.132202312138728,"019_FO","KNOW",651.523910936323,11.0913177262569
"Female.hole",30.6122448979592,"none",0.132202312138728,"019_FO","KNOW",659.2899411261,8.08318300525984
"Male.hole",30.6122448979592,"none",0.132202312138728,"019_FO","KNOW",637.268883313211,12.2870401341293
"Female.hope",32.6530612244898,"none",0.132202312138728,"019_FO","KNOW",639.708315976469,5.82955225252423
"Male.hope",32.6530612244898,"none",0.132202312138728,"019_FO","KNOW",648.030828501761,10.9539021603114
"Female.hole",32.6530612244898,"none",0.132202312138728,"019_FO","KNOW",656.311136908518,7.85583174593773
"Male.hole",32.6530612244898,"none",0.132202312138728,"019_FO","KNOW",633.549251725508,12.1630960196975
"Female.hope",34.6938775510204,"none",0.132202312138728,"019_FO","KNOW",635.128513363509,5.54876515182796
"Male.hope",34.6938775510204,"none",0.132202312138728,"019_FO","KNOW",644.065533259116,10.865188834449
"Female.hole",34.6938775510204,"none",0.132202312138728,"019_FO","KNOW",652.860120515414,7.66109480972585
"Male.hole",34.6938775510204,"none",0.132202312138728,"019_FO","KNOW",629.357408040099,12.0884557448406
"Female.hope",36.734693877551,"none",0.132202312138728,"019_FO","KNOW",630.090176340716,5.31372755648087
"Male.hope",36.734693877551,"none",0.132202312138728,"019_FO","KNOW",639.641703996669,10.8338871000763
"Female.hole",36.734693877551,"none",0.132202312138728,"019_FO","KNOW",648.950570864924,7.51234511683701
"Male.hole",36.734693877551,"none",0.132202312138728,"019_FO","KNOW",624.707031426476,12.0707777599272
"Female.hope",38.7755102040816,"none",0.132202312138728,"019_FO","KNOW",624.607435080488,5.12943881594621
"Male.hope",38.7755102040816,"none",0.132202312138728,"019_FO","KNOW",634.773470702962,10.859885102675
"Female.hole",38.7755102040816,"none",0.132202312138728,"019_FO","KNOW",644.596618075447,7.41145609136956
"Male.hole",38.7755102040816,"none",0.132202312138728,"019_FO","KNOW",619.612252254391,12.1097672433199
"Female.hope",40.8163265306122,"none",0.132202312138728,"019_FO","KNOW",618.694808604741,4.98442317005763
"Male.hope",40.8163265306122,"none",0.132202312138728,"019_FO","KNOW",629.475352216653,10.9349760802029
"Female.hole",40.8163265306122,"none",0.132202312138728,"019_FO","KNOW",639.812781113975,7.34879336662722
"Male.hole",40.8163265306122,"none",0.132202312138728,"019_FO","KNOW",614.087589741158,12.1978906767426
"Female.hope",42.8571428571429,"none",0.132202312138728,"019_FO","KNOW",612.38164012026,4.87330196860429
"Male.hope",42.8571428571429,"none",0.132202312138728,"019_FO","KNOW",623.776691584494,11.0542439053599
"Female.hole",42.8571428571429,"none",0.132202312138728,"019_FO","KNOW",634.628403096474,7.31942189631589
"Male.hole",42.8571428571429,"none",0.132202312138728,"019_FO","KNOW",608.16238721286,12.330584986352
"Female.hope",44.8979591836735,"none",0.132202312138728,"019_FO","KNOW",605.716529974304,4.80775446828303
"Male.hope",44.8979591836735,"none",0.132202312138728,"019_FO","KNOW",617.726089023881,11.2202725451179
"Female.hole",44.8979591836735,"none",0.132202312138728,"019_FO","KNOW",629.092084232757,7.32985371998342
"Male.hole",44.8979591836735,"none",0.132202312138728,"019_FO","KNOW",601.885245037195,12.510013620263
"Female.hope",46.9387755102041,"none",0.132202312138728,"019_FO","KNOW",598.749365501239,4.79245818770266
"Male.hope",46.9387755102041,"none",0.132202312138728,"019_FO","KNOW",611.373431741337,11.432201524619
"Female.hole",46.9387755102041,"none",0.132202312138728,"019_FO","KNOW",623.253711716627,7.38174095667348
"Male.hole",46.9387755102041,"none",0.132202312138728,"019_FO","KNOW",595.306050562366,12.7352582111402
"Female.hope",48.9795918367347,"none",0.132202312138728,"019_FO","KNOW",591.530034035436,4.81699487679374
"Male.hope",48.9795918367347,"none",0.132202312138728,"019_FO","KNOW",604.768606943386,11.6830380230478
"Female.hole",48.9795918367347,"none",0.132202312138728,"019_FO","KNOW",617.163172741892,7.46718644672414
"Male.hole",48.9795918367347,"none",0.132202312138728,"019_FO","KNOW",588.474691136576,12.9998976818538
"Female.hope",51.0204081632653,"none",0.132202312138728,"019_FO","KNOW",584.109121097528,4.86205053766422
"Male.hope",51.0204081632653,"none",0.132202312138728,"019_FO","KNOW",597.962200024356,11.9627186882663
"Female.hole",51.0204081632653,"none",0.132202312138728,"019_FO","KNOW",610.871052689206,7.57302810027608
"Male.hole",51.0204081632653,"none",0.132202312138728,"019_FO","KNOW",581.441752292743,13.2947261784394
"Female.hope",53.0612244897959,"none",0.132202312138728,"019_FO","KNOW",576.553270492256,4.92706222669066
"Male.hope",53.0612244897959,"none",0.132202312138728,"019_FO","KNOW",591.020854698111,12.2692711275817
"Female.hole",53.0612244897959,"none",0.132202312138728,"019_FO","KNOW",604.44399523677,7.69842476872502
"Male.hole",53.0612244897959,"none",0.132202312138728,"019_FO","KNOW",574.273877812208,13.6177830537531
"Female.hope",55.1020408163265,"none",0.132202312138728,"019_FO","KNOW",568.94518430847,5.02941136455108
"Male.hope",55.1020408163265,"none",0.132202312138728,"019_FO","KNOW",584.027272998047,12.6079664432295
"Female.hole",55.1020408163265,"none",0.132202312138728,"019_FO","KNOW",597.964702360327,7.85405408839865
"Male.hole",55.1020408163265,"none",0.132202312138728,"019_FO","KNOW",567.053769724736,13.9736346217579
"Female.hope",57.1428571428571,"none",0.132202312138728,"019_FO","KNOW",561.368262821287,5.17703905465472
"Male.hope",57.1428571428571,"none",0.132202312138728,"019_FO","KNOW",577.064855145366,12.9803361560525
"Female.hole",57.1428571428571,"none",0.132202312138728,"019_FO","KNOW",591.516574222473,8.04469495022892
"Male.hole",57.1428571428571,"none",0.132202312138728,"019_FO","KNOW",559.864828244806,14.3635010250141
"Female.hope",59.1836734693878,"none",0.132202312138728,"019_FO","KNOW",553.90590630582,5.36370363415697
"Male.hope",59.1836734693878,"none",0.132202312138728,"019_FO","KNOW",570.217001361273,13.3825645022512
"Female.hole",59.1836734693878,"none",0.132202312138728,"019_FO","KNOW",585.183010985801,8.2663002378432
"Male.hole",59.1836734693878,"none",0.132202312138728,"019_FO","KNOW",552.790453586897,14.7837812044084
"Female.hope",61.2244897959184,"none",0.132202312138728,"019_FO","KNOW",546.640896508798,5.57746896166456
"Male.hope",61.2244897959184,"none",0.132202312138728,"019_FO","KNOW",563.566493338356,13.8087994491873
"Female.hole",61.2244897959184,"none",0.132202312138728,"019_FO","KNOW",579.046794287961,8.51119382495497
"Male.hole",61.2244897959184,"none",0.132202312138728,"019_FO","KNOW",545.913427436051,15.2290160403906
"Female.hope",63.265306122449,"none",0.132202312138728,"019_FO","KNOW",539.646760159587,5.82279021354186
"Male.hope",63.265306122449,"none",0.132202312138728,"019_FO","KNOW",557.186857748478,14.2599245410207
"Female.hole",63.265306122449,"none",0.132202312138728,"019_FO","KNOW",573.181450800722,8.78236076111697
"Male.hole",63.265306122449,"none",0.132202312138728,"019_FO","KNOW",539.307276444191,15.6998395974466
"Female.hope",65.3061224489796,"none",0.132202312138728,"019_FO","KNOW",532.98989945686,6.10983955254753
"Male.hope",65.3061224489796,"none",0.132202312138728,"019_FO","KNOW",551.14449673022,14.7394422994746
"Female.hole",65.3061224489796,"none",0.132202312138728,"019_FO","KNOW",567.653382704795,9.08684259749263
"Male.hole",65.3061224489796,"none",0.132202312138728,"019_FO","KNOW",533.038402720426,16.1992862514797
"Female.hope",67.3469387755102,"none",0.132202312138728,"019_FO","KNOW",526.736528168507,6.43406353463643
"Male.hope",67.3469387755102,"none",0.132202312138728,"019_FO","KNOW",545.505623991311,15.2451069903906
"Female.hole",67.3469387755102,"none",0.132202312138728,"019_FO","KNOW",562.528803751126,9.42211457151315
"Male.hole",67.3469387755102,"none",0.132202312138728,"019_FO","KNOW",527.173019942769,16.7251860272015
"Female.hope",69.3877551020408,"none",0.132202312138728,"019_FO","KNOW",520.952550275648,6.77815043865106
"Male.hope",69.3877551020408,"none",0.132202312138728,"019_FO","KNOW",540.336143452708,15.7692459264286
"Female.hole",69.3877551020408,"none",0.132202312138728,"019_FO","KNOW",557.873617903893,9.776698224261
"Male.hole",69.3877551020408,"none",0.132202312138728,"019_FO","KNOW",521.777032002463,17.2704120935649
"Female.hope",71.4285714285714,"none",0.132202312138728,"019_FO","KNOW",515.699366941222,7.12520737386532
"Male.hope",71.4285714285714,"none",0.132202312138728,"019_FO","KNOW",535.697456221125,16.3039438417374
"Female.hole",71.4285714285714,"none",0.132202312138728,"019_FO","KNOW",553.749226311368,10.1387123195666
"Male.hole",71.4285714285714,"none",0.132202312138728,"019_FO","KNOW",516.911839973336,17.8275806556367
"Female.hope",73.469387755102,"none",0.132202312138728,"019_FO","KNOW",510.996809746363,7.47979694500472
"Male.hope",73.469387755102,"none",0.132202312138728,"019_FO","KNOW",531.609393862085,16.8504020189243
"Female.hole",73.469387755102,"none",0.132202312138728,"019_FO","KNOW",550.175460563533,10.5109312658175
"Male.hole",73.469387755102,"none",0.132202312138728,"019_FO","KNOW",512.59727535535,18.3976264763125
"Female.hope",75.5102040816327,"none",0.132202312138728,"019_FO","KNOW",506.840127515787,7.8515811414105
"Male.hope",75.5102040816327,"none",0.132202312138728,"019_FO","KNOW",528.067205208654,17.4123260225168
"Female.hole",75.5102040816327,"none",0.132202312138728,"019_FO","KNOW",547.147569507825,10.9000041527794
"Male.hole",75.5102040816327,"none",0.132202312138728,"019_FO","KNOW",508.828586896728,18.9838026773636
"Female.hope",77.5510204081633,"none",0.132202312138728,"019_FO","KNOW",503.214172961081,8.23784751138199
"Male.hope",77.5510204081633,"none",0.132202312138728,"019_FO","KNOW",525.05574298108,17.9880886233355
"Female.hole",77.5510204081633,"none",0.132202312138728,"019_FO","KNOW",544.650405878731,11.3039119362459
"Male.hole",77.5510204081633,"none",0.132202312138728,"019_FO","KNOW",505.590627232624,19.5844965116352
"Female.hope",79.5918367346939,"none",0.132202312138728,"019_FO","KNOW",500.084222980199,8.62653133651404
"Male.hope",79.5918367346939,"none",0.132202312138728,"019_FO","KNOW",522.540284085976,18.5716984403482
