"sex_lexSet","measurement.no","preSeg","dur","id","word","fit","se.fit"
"Female.hole",79.5918367346939,"none",0.132202312138728,"019_FO","KNOW",542.649246597105,11.7136656701698
"Male.hole",79.5918367346939,"none",0.132202312138728,"019_FO","KNOW",502.848673184562,20.1940853777142
"Female.hope",81.6326530612245,"none",0.132202312138728,"019_FO","KNOW",497.410378614176,9.00824796955517
"Male.hope",81.6326530612245,"none",0.132202312138728,"019_FO","KNOW",520.480929582925,19.1581704484438
"Female.hole",81.6326530612245,"none",0.132202312138728,"019_FO","KNOW",541.104192724608,12.1219301559312
"Male.hole",81.6326530612245,"none",0.132202312138728,"019_FO","KNOW",500.562825715383,20.8078574787319
"Female.hope",83.6734693877551,"none",0.132202312138728,"019_FO","KNOW",495.131110025649,9.39605619434591
"Male.hope",83.6734693877551,"none",0.132202312138728,"019_FO","KNOW",518.816149726207,19.7530535658979
"Female.hole",83.6734693877551,"none",0.132202312138728,"019_FO","KNOW",539.953714427716,12.5379979718342
"Male.hole",83.6734693877551,"none",0.132202312138728,"019_FO","KNOW",498.67155489654,21.430802463036
"Female.hope",85.7142857142857,"none",0.132202312138728,"019_FO","KNOW",493.174995374052,9.80622664214658
"Male.hope",85.7142857142857,"none",0.132202312138728,"019_FO","KNOW",517.474522799655,20.3637884302245
"Female.hole",85.7142857142857,"none",0.132202312138728,"019_FO","KNOW",539.12638986218,12.9739583689589
"Male.hole",85.7142857142857,"none",0.132202312138728,"019_FO","KNOW",497.103438790456,22.0696888646003
"Female.hope",87.7551020408163,"none",0.132202312138728,"019_FO","KNOW",491.470083588341,10.2408033580956
"Male.hope",87.7551020408163,"none",0.132202312138728,"019_FO","KNOW",516.38409785678,20.9912993065639
"Female.hole",87.7551020408163,"none",0.132202312138728,"019_FO","KNOW",538.550267953232,13.4314816060721
"Male.hole",87.7551020408163,"none",0.132202312138728,"019_FO","KNOW",495.786526229046,22.7253038571197
"Female.hope",89.7959183673469,"none",0.132202312138728,"019_FO","KNOW",489.944350868757,10.6883530177629
"Male.hope",89.7959183673469,"none",0.132202312138728,"019_FO","KNOW",515.472851222378,21.6299451614618
"Female.hole",89.7959183673469,"none",0.132202312138728,"019_FO","KNOW",538.153324897393,13.9019351704561
"Male.hole",89.7959183673469,"none",0.132202312138728,"019_FO","KNOW",494.648793315516,23.3923748305428
"Female.hope",91.8367346938776,"none",0.132202312138728,"019_FO","KNOW",488.532045883603,11.1368785789561
"Male.hope",91.8367346938776,"none",0.132202312138728,"019_FO","KNOW",514.675031689563,22.2735493660556
"Female.hole",91.8367346938776,"none",0.132202312138728,"019_FO","KNOW",537.869809365081,14.3759652149749
"Male.hole",91.8367346938776,"none",0.132202312138728,"019_FO","KNOW",493.624488621141,24.0651188092584
"Female.hope",93.8775510204082,"none",0.132202312138728,"019_FO","KNOW",487.201343695634,11.5952595152211
"Male.hope",93.8775510204082,"none",0.132202312138728,"019_FO","KNOW",513.958814447285,22.9262414778206
"Female.hole",93.8775510204082,"none",0.132202312138728,"019_FO","KNOW",537.667896452727,14.860245062486
"Male.hole",93.8775510204082,"none",0.132202312138728,"019_FO","KNOW",492.681787111712,24.7472858275046
"Female.hope",95.9183673469388,"none",0.132202312138728,"019_FO","KNOW",485.931837152397,12.0828809243827
"Male.hope",95.9183673469388,"none",0.132202312138728,"019_FO","KNOW",513.303792469753,23.5977620547879
"Female.hole",95.9183673469388,"none",0.132202312138728,"019_FO","KNOW",537.527179052181,15.3699219587634
"Male.hole",95.9183673469388,"none",0.132202312138728,"019_FO","KNOW",491.800281537838,25.4478497927996
"Female.hope",97.9591836734694,"none",0.132202312138728,"019_FO","KNOW",484.703127705648,12.6158310080265
"Male.hope",97.9591836734694,"none",0.132202312138728,"019_FO","KNOW",512.689567335386,24.2966608282339
"Female.hole",97.9591836734694,"none",0.132202312138728,"019_FO","KNOW",537.427258659505,15.9179910863956
"Male.hole",97.9591836734694,"none",0.132202312138728,"019_FO","KNOW",490.959573254334,26.1747191222337
"Female.hope",100,"none",0.132202312138728,"019_FO","KNOW",483.494816807144,13.2007572428438
"Male.hope",100,"none",0.132202312138728,"019_FO","KNOW",512.0957406226,25.0270462921115
"Female.hole",100,"none",0.132202312138728,"019_FO","KNOW",537.347736770765,16.5103328744269
"Male.hole",100,"none",0.132202312138728,"019_FO","KNOW",490.139263616014,26.931713664495
