"age_sex_lexSet","measurement.no","preSeg","dur","id","word","fit","se.fit"
"Old.Female.hole",0,"none",0.138951289398281,"019_FO","OLDER",678.395728550359,11.4967287596794
"Young.Female.hole",0,"none",0.138951289398281,"019_FO","OLDER",707.508411327656,29.9756574660405
"Old.Male.hole",0,"none",0.138951289398281,"019_FO","OLDER",685.119586384069,30.2676012951456
"Young.Male.hole",0,"none",0.138951289398281,"019_FO","OLDER",672.699059748236,36.1731994080923
"Old.Female.holey",0,"none",0.138951289398281,"019_FO","OLDER",694.784931832054,15.2897519964945
"Young.Female.holey",0,"none",0.138951289398281,"019_FO","OLDER",702.064732001494,31.572738336827
"Old.Male.holey",0,"none",0.138951289398281,"019_FO","OLDER",656.672792601923,32.5666436968923
"Young.Male.holey",0,"none",0.138951289398281,"019_FO","OLDER",662.884603783556,37.7956965399928
"Old.Female.holy",0,"none",0.138951289398281,"019_FO","OLDER",689.448155184547,16.689255360484
"Young.Female.holy",0,"none",0.138951289398281,"019_FO","OLDER",714.825865117758,34.073546758817
"Old.Male.holy",0,"none",0.138951289398281,"019_FO","OLDER",635.85021596988,32.6749241054636
"Young.Male.holy",0,"none",0.138951289398281,"019_FO","OLDER",656.45145591956,41.7399119733514
"Old.Female.hole",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",678.516171230609,10.9278192024045
"Young.Female.hole",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",707.668995369598,29.0156850988549
"Old.Male.hole",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",685.366707673624,29.256668247163
"Young.Male.hole",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",671.291541942301,35.0130615280661
"Old.Female.holey",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",692.921015313882,14.5771275360873
"Young.Female.holey",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",700.100151536541,30.5587973440624
"Old.Male.holey",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",655.031873717404,31.3706722008165
"Young.Male.holey",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",661.342237523798,36.5972877296497
"Old.Female.holy",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",688.034740949578,16.0228413574956
"Young.Female.holy",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",712.73272530896,32.6993146849317
"Old.Male.holy",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",635.260304806577,31.6333158469062
"Young.Male.holy",2.04081632653061,"none",0.138951289398281,"019_FO","OLDER",655.179481312269,40.4531988330192
"Old.Female.hole",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",678.616836342637,10.4421717315575
"Young.Female.hole",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",707.809801969829,28.1058356926862
"Old.Male.hole",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",685.594616554363,28.3054134286345
"Young.Male.hole",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",669.863681964375,33.9094225327238
"Old.Female.holey",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",691.036670655954,13.9408545460345
"Young.Female.holey",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",698.115793328042,29.5936128275609
"Old.Male.holey",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",653.368564696797,30.2588607649686
"Young.Male.holey",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",659.779777549625,35.4500542091894
"Old.Female.holy",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",686.601551247878,15.4184471792356
"Young.Female.holy",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",710.610175015181,31.4552719754449
"Old.Male.holy",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",634.650616428069,30.6400006165239
"Young.Male.holy",4.08163265306122,"none",0.138951289398281,"019_FO","OLDER",653.887729150089,39.2131236675821
"Old.Female.hole",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",678.677946318223,10.0285852736961
"Young.Female.hole",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",707.911053686639,27.2425557080768
"Old.Male.hole",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",685.78410061747,27.4102679190971
"Young.Male.hole",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",668.395137642469,32.8600532881676
"Old.Female.holey",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",689.111469718512,13.3730720160547
"Young.Female.holey",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",696.09187963245,28.6739600222106
"Old.Male.holey",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",651.660475404013,29.2280555437108
"Young.Male.holey",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",658.177130146623,34.3520895001907
"Old.Female.holy",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",685.128810612718,14.8679171141027
"Young.Female.holy",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",708.428803751442,30.3365190351414
"Old.Male.holy",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",634.001373619152,29.6919563670076
"Young.Male.holy",6.12244897959184,"none",0.138951289398281,"019_FO","OLDER",652.55642187813,38.0181029273613
"Old.Female.hole",8.16326530612245,"none",0.138951289398281,"019_FO","OLDER",678.679723589147,9.6593147165335
